user_id,event,timestamp,experiment_group
u_000025,Visit,2026-01-03 18:51:00,variant
u_000025,Signup,2026-01-03 20:10:00,variant
u_000026,Visit,2026-01-15 11:32:00,control
u_000027,Visit,2026-01-29 08:21:00,variant
u_000027,Signup,2026-01-29 08:55:00,variant
u_000027,Trial,2026-01-29 09:39:00,variant
u_000028,Visit,2026-01-08 08:43:00,control
u_000028,Signup,2026-01-08 09:49:00,control
u_000029,Visit,2026-01-30 02:02:00,variant
u_000029,Signup,2026-01-30 03:19:00,variant
u_000029,Trial,2026-01-30 08:14:00,variant
u_000029,Purchase,2026-01-31 14:14:00,variant
u_000030,Visit,2026-01-22 09:37:00,control
u_000031,Visit,2026-01-02 03:24:00,variant
u_000031,Signup,2026-01-02 04:55:00,variant
u_000031,Trial,2026-01-02 07:39:00,variant
u_000032,Visit,2026-01-02 15:40:00,control
u_000032,Signup,2026-01-02 15:43:00,control
u_000032,Trial,2026-01-02 20:15:00,control
u_000033,Visit,2026-01-04 16:28:00,variant
u_000033,Signup,2026-01-04 17:55:00,variant
u_000033,Trial,2026-01-04 20:04:00,variant
u_000034,Visit,2026-01-21 11:14:00,control
u_000034,Signup,2026-01-21 11:55:00,control
u_000035,Visit,2026-01-26 21:57:00,variant
u_000035,Signup,2026-01-26 22:40:00,variant
u_000036,Visit,2026-01-24 16:10:00,control
u_000036,Signup,2026-01-24 17:59:00,control
u_000037,Visit,2026-01-10 05:30:00,variant
u_000038,Visit,2026-01-01 03:43:00,control
u_000039,Visit,2026-01-20 07:34:00,variant
u_000039,Signup,2026-01-20 07:51:00,variant
u_000040,Visit,2026-01-30 02:41:00,control
u_000040,Signup,2026-01-30 02:43:00,control
u_000041,Visit,2026-01-29 13:35:00,variant
u_000041,Signup,2026-01-29 14:37:00,variant
u_000041,Trial,2026-01-29 15:35:00,variant
u_000042,Visit,2026-01-06 22:56:00,control
u_000042,Signup,2026-01-06 23:43:00,control
u_000043,Visit,2026-01-11 09:09:00,variant
u_000043,Signup,2026-01-11 11:07:00,variant
u_000043,Trial,2026-01-11 12:49:00,variant
u_000044,Visit,2026-01-07 13:40:00,control
u_000045,Visit,2026-01-14 08:01:00,variant
u_000045,Signup,2026-01-14 09:55:00,variant
u_000046,Visit,2026-01-16 15:14:00,control
u_000047,Visit,2026-01-18 07:09:00,variant
u_000047,Signup,2026-01-18 08:19:00,variant
u_000048,Visit,2026-01-12 05:34:00,control
u_000049,Visit,2026-01-13 08:23:00,variant
u_000049,Signup,2026-01-13 08:53:00,variant
u_000049,Trial,2026-01-13 11:02:00,variant
u_000050,Visit,2026-01-23 08:57:00,control
u_000051,Visit,2026-01-08 12:43:00,variant
u_000051,Signup,2026-01-08 13:20:00,variant
u_000052,Visit,2026-01-22 12:18:00,control
u_000053,Visit,2026-01-09 22:42:00,variant
u_000053,Signup,2026-01-09 23:22:00,variant
u_000053,Trial,2026-01-10 00:13:00,variant
u_000053,Purchase,2026-01-10 04:13:00,variant
u_000054,Visit,2026-01-09 23:40:00,control
u_000055,Visit,2026-01-28 11:08:00,variant
u_000055,Signup,2026-01-28 12:37:00,variant
u_000055,Trial,2026-01-28 15:38:00,variant
u_000056,Visit,2026-01-14 16:23:00,control
u_000056,Signup,2026-01-14 17:42:00,control
u_000057,Visit,2026-01-23 15:37:00,variant
u_000057,Signup,2026-01-23 16:33:00,variant
u_000058,Visit,2026-01-03 17:00:00,control
u_000058,Signup,2026-01-03 17:22:00,control
u_000058,Trial,2026-01-03 17:23:00,control
u_000059,Visit,2026-01-23 22:06:00,variant
u_000059,Signup,2026-01-23 23:47:00,variant
u_000060,Visit,2026-01-04 09:30:00,control
u_000061,Visit,2026-01-23 05:43:00,variant
u_000061,Signup,2026-01-23 07:28:00,variant
u_000062,Visit,2026-01-09 21:57:00,control
u_000062,Signup,2026-01-09 22:03:00,control
u_000062,Trial,2026-01-09 23:21:00,control
u_000063,Visit,2026-01-08 13:59:00,variant
u_000063,Signup,2026-01-08 15:55:00,variant
u_000063,Trial,2026-01-08 18:45:00,variant
u_000064,Visit,2026-01-04 06:30:00,control
u_000064,Signup,2026-01-04 06:50:00,control
u_000064,Trial,2026-01-04 09:07:00,control
u_000065,Visit,2026-01-10 07:36:00,variant
u_000065,Signup,2026-01-10 08:53:00,variant
u_000066,Visit,2026-01-25 08:20:00,control
u_000066,Signup,2026-01-25 08:49:00,control
u_000066,Trial,2026-01-25 09:47:00,control
u_000066,Purchase,2026-01-26 02:47:00,control
u_000067,Visit,2026-01-25 01:11:00,variant
u_000068,Visit,2026-01-28 00:24:00,control
u_000068,Signup,2026-01-28 02:06:00,control
u_000068,Trial,2026-01-28 06:18:00,control
u_000068,Purchase,2026-01-29 05:18:00,control
u_000069,Visit,2026-01-10 00:57:00,variant
u_000070,Visit,2026-01-19 19:09:00,control
u_000070,Signup,2026-01-19 20:28:00,control
u_000071,Visit,2026-01-26 21:13:00,variant
u_000071,Signup,2026-01-26 22:52:00,variant
u_000072,Visit,2026-01-24 00:08:00,control
u_000072,Signup,2026-01-24 01:18:00,control
u_000073,Visit,2026-01-18 05:01:00,variant
u_000073,Signup,2026-01-18 06:36:00,variant
u_000074,Visit,2026-01-03 21:17:00,control
u_000074,Signup,2026-01-03 23:06:00,control
u_000075,Visit,2026-01-25 17:11:00,variant
u_000075,Signup,2026-01-25 17:21:00,variant
u_000076,Visit,2026-01-22 15:52:00,control
u_000077,Visit,2026-01-05 03:31:00,variant
u_000077,Signup,2026-01-05 03:51:00,variant
u_000078,Visit,2026-01-20 20:22:00,control
u_000078,Signup,2026-01-20 20:48:00,control
u_000079,Visit,2026-01-27 20:58:00,variant
u_000079,Signup,2026-01-27 21:44:00,variant
u_000079,Trial,2026-01-28 02:41:00,variant
u_000079,Purchase,2026-01-30 01:41:00,variant
u_000080,Visit,2026-01-18 17:19:00,control
u_000080,Signup,2026-01-18 18:05:00,control
u_000081,Visit,2026-01-21 09:51:00,variant
u_000081,Signup,2026-01-21 11:30:00,variant
u_000081,Trial,2026-01-21 14:49:00,variant
u_000081,Purchase,2026-01-23 05:49:00,variant
u_000082,Visit,2026-01-22 07:44:00,control
u_000082,Signup,2026-01-22 08:14:00,control
u_000082,Trial,2026-01-22 11:12:00,control
u_000083,Visit,2026-01-03 10:42:00,variant
u_000083,Signup,2026-01-03 12:27:00,variant
u_000083,Trial,2026-01-03 13:57:00,variant
u_000084,Visit,2026-01-28 02:52:00,control
u_000084,Signup,2026-01-28 03:08:00,control
u_000084,Trial,2026-01-28 06:20:00,control
u_000085,Visit,2026-01-03 10:30:00,variant
u_000085,Signup,2026-01-03 12:11:00,variant
u_000086,Visit,2026-01-10 04:36:00,control
u_000086,Signup,2026-01-10 06:18:00,control
u_000086,Trial,2026-01-10 07:14:00,control
u_000087,Visit,2026-01-27 00:03:00,variant
u_000087,Signup,2026-01-27 00:48:00,variant
u_000087,Trial,2026-01-27 04:07:00,variant
u_000088,Visit,2026-01-22 19:40:00,control
u_000089,Visit,2026-01-26 12:01:00,variant
u_000089,Signup,2026-01-26 13:22:00,variant
u_000089,Trial,2026-01-26 14:32:00,variant
u_000090,Visit,2026-01-16 13:31:00,control
u_000090,Signup,2026-01-16 14:05:00,control
u_000090,Trial,2026-01-16 15:25:00,control
u_000091,Visit,2026-01-20 03:31:00,variant
u_000091,Signup,2026-01-20 05:18:00,variant
u_000091,Trial,2026-01-20 05:35:00,variant
u_000092,Visit,2026-01-24 23:39:00,control
u_000093,Visit,2026-01-13 03:49:00,variant
u_000094,Visit,2026-01-30 21:40:00,control
u_000095,Visit,2026-01-03 15:21:00,variant
u_000095,Signup,2026-01-03 16:54:00,variant
u_000096,Visit,2026-01-06 22:23:00,control
u_000097,Visit,2026-01-06 12:48:00,variant
u_000098,Visit,2026-01-10 16:09:00,control
u_000098,Signup,2026-01-10 17:35:00,control
u_000098,Trial,2026-01-10 19:17:00,control
u_000098,Purchase,2026-01-12 01:17:00,control
u_000099,Visit,2026-01-11 06:26:00,variant
u_000099,Signup,2026-01-11 08:07:00,variant
u_000099,Trial,2026-01-11 12:57:00,variant
u_000100,Visit,2026-01-17 10:34:00,control
u_000100,Signup,2026-01-17 10:38:00,control
u_000101,Visit,2026-01-25 22:03:00,variant
u_000101,Signup,2026-01-25 23:38:00,variant
u_000102,Visit,2026-01-05 03:13:00,control
u_000103,Visit,2026-01-04 20:37:00,variant
u_000103,Signup,2026-01-04 20:55:00,variant
u_000104,Visit,2026-01-12 05:37:00,control
u_000104,Signup,2026-01-12 07:27:00,control
u_000104,Trial,2026-01-12 10:50:00,control
u_000104,Purchase,2026-01-15 09:50:00,control
u_000105,Visit,2026-01-06 08:33:00,variant
u_000105,Signup,2026-01-06 08:55:00,variant
u_000105,Trial,2026-01-06 13:33:00,variant
u_000105,Purchase,2026-01-08 19:33:00,variant
u_000106,Visit,2026-01-14 15:07:00,control
u_000106,Signup,2026-01-14 16:56:00,control
u_000107,Visit,2026-01-05 09:24:00,variant
u_000107,Signup,2026-01-05 09:33:00,variant
u_000107,Trial,2026-01-05 10:06:00,variant
u_000107,Purchase,2026-01-06 09:06:00,variant
u_000108,Visit,2026-01-14 10:00:00,control
u_000108,Signup,2026-01-14 11:26:00,control
u_000108,Trial,2026-01-14 16:08:00,control
u_000109,Visit,2026-01-30 20:39:00,variant
u_000110,Visit,2026-01-20 19:18:00,control
u_000110,Signup,2026-01-20 19:48:00,control
u_000110,Trial,2026-01-20 22:22:00,control
u_000110,Purchase,2026-01-21 07:22:00,control
u_000111,Visit,2026-01-30 14:13:00,variant
u_000111,Signup,2026-01-30 15:13:00,variant
u_000111,Trial,2026-01-30 18:04:00,variant
u_000112,Visit,2026-01-26 19:32:00,control
u_000112,Signup,2026-01-26 19:52:00,control
u_000112,Trial,2026-01-26 23:13:00,control
u_000113,Visit,2026-01-24 08:17:00,variant
u_000113,Signup,2026-01-24 08:51:00,variant
u_000114,Visit,2026-01-15 10:06:00,control
u_000114,Signup,2026-01-15 11:10:00,control
u_000115,Visit,2026-01-06 11:18:00,variant
u_000115,Signup,2026-01-06 13:02:00,variant
u_000115,Trial,2026-01-06 14:44:00,variant
u_000116,Visit,2026-01-04 09:29:00,control
u_000117,Visit,2026-01-08 07:28:00,variant
u_000118,Visit,2026-01-07 22:04:00,control
u_000118,Signup,2026-01-07 23:32:00,control
u_000118,Trial,2026-01-08 02:04:00,control
u_000119,Visit,2026-01-24 18:24:00,variant
u_000119,Signup,2026-01-24 18:29:00,variant
u_000120,Visit,2026-01-30 12:39:00,control
u_000120,Signup,2026-01-30 12:47:00,control
u_000120,Trial,2026-01-30 17:03:00,control
u_000121,Visit,2026-01-27 10:13:00,variant
u_000122,Visit,2026-01-30 15:02:00,control
u_000122,Signup,2026-01-30 16:33:00,control
u_000123,Visit,2026-01-22 00:16:00,variant
u_000124,Visit,2026-01-21 10:39:00,control
u_000124,Signup,2026-01-21 11:19:00,control
u_000125,Visit,2026-01-06 00:42:00,variant
u_000125,Signup,2026-01-06 01:29:00,variant
u_000126,Visit,2026-01-28 14:00:00,control
u_000126,Signup,2026-01-28 15:41:00,control
u_000126,Trial,2026-01-28 20:22:00,control
u_000127,Visit,2026-01-09 09:06:00,variant
u_000128,Visit,2026-01-03 17:55:00,control
u_000128,Signup,2026-01-03 18:48:00,control
u_000128,Trial,2026-01-03 22:49:00,control
u_000129,Visit,2026-01-14 20:18:00,variant
u_000129,Signup,2026-01-14 21:42:00,variant
u_000130,Visit,2026-01-07 13:12:00,control
u_000130,Signup,2026-01-07 14:04:00,control
u_000131,Visit,2026-01-08 01:38:00,variant
u_000131,Signup,2026-01-08 03:18:00,variant
u_000132,Visit,2026-01-13 12:12:00,control
u_000132,Signup,2026-01-13 12:37:00,control
u_000133,Visit,2026-01-04 21:28:00,variant
u_000133,Signup,2026-01-04 21:36:00,variant
u_000133,Trial,2026-01-05 00:52:00,variant
u_000134,Visit,2026-01-29 18:00:00,control
u_000134,Signup,2026-01-29 18:07:00,control
u_000134,Trial,2026-01-29 21:43:00,control
u_000135,Visit,2026-01-29 18:33:00,variant
u_000135,Signup,2026-01-29 18:44:00,variant
u_000135,Trial,2026-01-29 18:55:00,variant
u_000135,Purchase,2026-02-01 13:55:00,variant
u_000136,Visit,2026-01-28 09:50:00,control
u_000136,Signup,2026-01-28 10:44:00,control
u_000136,Trial,2026-01-28 14:32:00,control
u_000137,Visit,2026-01-03 05:23:00,variant
u_000137,Signup,2026-01-03 05:25:00,variant
u_000138,Visit,2026-01-06 20:47:00,control
u_000138,Signup,2026-01-06 22:16:00,control
u_000139,Visit,2026-01-14 15:05:00,variant
u_000139,Signup,2026-01-14 15:18:00,variant
u_000140,Visit,2026-01-17 14:29:00,control
u_000140,Signup,2026-01-17 16:08:00,control
u_000141,Visit,2026-01-19 14:40:00,variant
u_000141,Signup,2026-01-19 15:58:00,variant
u_000141,Trial,2026-01-19 19:10:00,variant
u_000142,Visit,2026-01-09 17:27:00,control
u_000143,Visit,2026-01-12 21:10:00,variant
u_000143,Signup,2026-01-12 22:01:00,variant
u_000144,Visit,2026-01-14 23:58:00,control
u_000144,Signup,2026-01-15 00:06:00,control
u_000145,Visit,2026-01-11 03:23:00,variant
u_000145,Signup,2026-01-11 04:08:00,variant
u_000146,Visit,2026-01-26 08:12:00,control
u_000146,Signup,2026-01-26 09:42:00,control
u_000146,Trial,2026-01-26 13:16:00,control
u_000147,Visit,2026-01-26 18:40:00,variant
u_000147,Signup,2026-01-26 20:23:00,variant
u_000147,Trial,2026-01-27 00:32:00,variant
u_000148,Visit,2026-01-20 22:36:00,control
u_000148,Signup,2026-01-20 23:22:00,control
u_000148,Trial,2026-01-21 01:28:00,control
u_000149,Visit,2026-01-20 02:13:00,variant
u_000149,Signup,2026-01-20 02:48:00,variant
u_000150,Visit,2026-01-16 07:20:00,control
u_000150,Signup,2026-01-16 08:02:00,control
u_000150,Trial,2026-01-16 09:16:00,control
u_000151,Visit,2026-01-18 10:37:00,variant
u_000152,Visit,2026-01-26 15:54:00,control
u_000152,Signup,2026-01-26 16:39:00,control
u_000153,Visit,2026-01-10 07:46:00,variant
u_000153,Signup,2026-01-10 08:45:00,variant
u_000153,Trial,2026-01-10 09:52:00,variant
u_000153,Purchase,2026-01-12 23:52:00,variant
u_000154,Visit,2026-01-17 04:50:00,control
u_000154,Signup,2026-01-17 05:49:00,control
u_000154,Trial,2026-01-17 07:13:00,control
u_000155,Visit,2026-01-25 20:11:00,variant
u_000155,Signup,2026-01-25 21:48:00,variant
u_000155,Trial,2026-01-26 01:38:00,variant
u_000156,Visit,2026-01-20 19:10:00,control
u_000156,Signup,2026-01-20 20:15:00,control
u_000156,Trial,2026-01-20 22:50:00,control
u_000157,Visit,2026-01-22 04:42:00,variant
u_000157,Signup,2026-01-22 05:04:00,variant
u_000158,Visit,2026-01-22 23:38:00,control
u_000158,Signup,2026-01-23 00:08:00,control
u_000159,Visit,2026-01-02 20:58:00,variant
u_000159,Signup,2026-01-02 21:42:00,variant
u_000159,Trial,2026-01-03 00:55:00,variant
u_000160,Visit,2026-01-27 17:04:00,control
u_000160,Signup,2026-01-27 17:35:00,control
u_000160,Trial,2026-01-27 22:00:00,control
u_000160,Purchase,2026-01-29 19:00:00,control
u_000161,Visit,2026-01-03 06:57:00,variant
u_000161,Signup,2026-01-03 08:52:00,variant
u_000161,Trial,2026-01-03 10:02:00,variant
u_000161,Purchase,2026-01-04 05:02:00,variant
u_000162,Visit,2026-01-20 05:31:00,control
u_000163,Visit,2026-01-13 16:30:00,variant
u_000163,Signup,2026-01-13 18:06:00,variant
u_000163,Trial,2026-01-13 19:05:00,variant
u_000163,Purchase,2026-01-16 04:05:00,variant
u_000164,Visit,2026-01-24 01:08:00,control
u_000164,Signup,2026-01-24 02:40:00,control
u_000165,Visit,2026-01-28 16:41:00,variant
u_000165,Signup,2026-01-28 18:17:00,variant
u_000166,Visit,2026-01-24 00:44:00,control
u_000166,Signup,2026-01-24 01:10:00,control
u_000166,Trial,2026-01-24 02:27:00,control
u_000167,Visit,2026-01-03 01:51:00,variant
u_000167,Signup,2026-01-03 02:08:00,variant
u_000168,Visit,2026-01-15 21:44:00,control
u_000168,Signup,2026-01-15 22:01:00,control
u_000168,Trial,2026-01-16 02:44:00,control
u_000169,Visit,2026-01-09 11:59:00,variant
u_000169,Signup,2026-01-09 12:01:00,variant
u_000169,Trial,2026-01-09 12:56:00,variant
u_000170,Visit,2026-01-26 10:33:00,control
u_000170,Signup,2026-01-26 10:35:00,control
u_000170,Trial,2026-01-26 10:43:00,control
u_000171,Visit,2026-01-09 02:08:00,variant
u_000171,Signup,2026-01-09 03:02:00,variant
u_000171,Trial,2026-01-09 06:07:00,variant
u_000172,Visit,2026-01-15 02:49:00,control
u_000172,Signup,2026-01-15 04:27:00,control
u_000173,Visit,2026-01-07 08:34:00,variant
u_000173,Signup,2026-01-07 10:21:00,variant
u_000173,Trial,2026-01-07 10:29:00,variant
u_000174,Visit,2026-01-20 21:34:00,control
u_000175,Visit,2026-01-29 08:43:00,variant
u_000176,Visit,2026-01-07 09:57:00,control
u_000177,Visit,2026-01-05 07:41:00,variant
u_000177,Signup,2026-01-05 07:55:00,variant
u_000177,Trial,2026-01-05 12:11:00,variant
u_000178,Visit,2026-01-25 22:16:00,control
u_000179,Visit,2026-01-12 06:22:00,variant
u_000179,Signup,2026-01-12 07:35:00,variant
u_000180,Visit,2026-01-12 14:44:00,control
u_000181,Visit,2026-01-18 02:30:00,variant
u_000181,Signup,2026-01-18 04:02:00,variant
u_000181,Trial,2026-01-18 05:43:00,variant
u_000181,Purchase,2026-01-19 10:43:00,variant
u_000182,Visit,2026-01-22 17:22:00,control
u_000182,Signup,2026-01-22 18:34:00,control
u_000183,Visit,2026-01-13 15:09:00,variant
u_000184,Visit,2026-01-03 17:50:00,control
u_000184,Signup,2026-01-03 18:31:00,control
u_000184,Trial,2026-01-03 21:17:00,control
u_000185,Visit,2026-01-06 12:40:00,variant
u_000185,Signup,2026-01-06 13:47:00,variant
u_000185,Trial,2026-01-06 18:25:00,variant
u_000186,Visit,2026-01-22 16:15:00,control
u_000187,Visit,2026-01-21 09:55:00,variant
u_000187,Signup,2026-01-21 10:38:00,variant
u_000188,Visit,2026-01-01 02:21:00,control
u_000188,Signup,2026-01-01 02:31:00,control
u_000189,Visit,2026-01-05 06:35:00,variant
u_000189,Signup,2026-01-05 08:10:00,variant
u_000189,Trial,2026-01-05 09:14:00,variant
u_000190,Visit,2026-01-23 15:51:00,control
u_000190,Signup,2026-01-23 16:23:00,control
u_000190,Trial,2026-01-23 17:58:00,control
u_000190,Purchase,2026-01-26 03:58:00,control
u_000191,Visit,2026-01-28 10:20:00,variant
u_000191,Signup,2026-01-28 11:22:00,variant
u_000191,Trial,2026-01-28 12:08:00,variant
u_000191,Purchase,2026-01-31 01:08:00,variant
u_000192,Visit,2026-01-06 20:32:00,control
u_000193,Visit,2026-01-09 05:27:00,variant
u_000193,Signup,2026-01-09 07:16:00,variant
u_000194,Visit,2026-01-10 09:12:00,control
u_000194,Signup,2026-01-10 10:36:00,control
u_000194,Trial,2026-01-10 14:54:00,control
u_000195,Visit,2026-01-29 02:52:00,variant
u_000196,Visit,2026-01-20 01:41:00,control
u_000196,Signup,2026-01-20 02:40:00,control
u_000197,Visit,2026-01-22 17:56:00,variant
u_000197,Signup,2026-01-22 18:11:00,variant
u_000198,Visit,2026-01-01 19:02:00,control
u_000198,Signup,2026-01-01 19:30:00,control
u_000199,Visit,2026-01-07 03:24:00,variant
u_000199,Signup,2026-01-07 05:07:00,variant
u_000200,Visit,2026-01-15 01:53:00,control
u_000200,Signup,2026-01-15 02:39:00,control
u_000200,Trial,2026-01-15 04:06:00,control
u_000200,Purchase,2026-01-17 16:06:00,control
u_000201,Visit,2026-01-07 14:02:00,variant
u_000201,Signup,2026-01-07 14:25:00,variant
u_000201,Trial,2026-01-07 15:17:00,variant
u_000202,Visit,2026-01-14 14:57:00,control
u_000203,Visit,2026-01-07 10:21:00,variant
u_000204,Visit,2026-01-19 15:15:00,control
u_000204,Signup,2026-01-19 15:48:00,control
u_000204,Trial,2026-01-19 18:26:00,control
u_000204,Purchase,2026-01-20 00:26:00,control
u_000205,Visit,2026-01-26 15:44:00,variant
u_000205,Signup,2026-01-26 17:30:00,variant
u_000206,Visit,2026-01-11 10:47:00,control
u_000206,Signup,2026-01-11 10:55:00,control
u_000207,Visit,2026-01-29 12:37:00,variant
u_000207,Signup,2026-01-29 14:21:00,variant
u_000207,Trial,2026-01-29 15:31:00,variant
u_000208,Visit,2026-01-12 01:41:00,control
u_000208,Signup,2026-01-12 02:27:00,control
u_000209,Visit,2026-01-08 22:44:00,variant
u_000209,Signup,2026-01-09 00:41:00,variant
u_000210,Visit,2026-01-14 14:16:00,control
u_000210,Signup,2026-01-14 15:05:00,control
u_000210,Trial,2026-01-14 15:18:00,control
u_000210,Purchase,2026-01-15 04:18:00,control
u_000211,Visit,2026-01-03 10:57:00,variant
u_000211,Signup,2026-01-03 11:25:00,variant
u_000211,Trial,2026-01-03 16:11:00,variant
u_000212,Visit,2026-01-24 11:09:00,control
u_000212,Signup,2026-01-24 11:48:00,control
u_000213,Visit,2026-01-23 22:07:00,variant
u_000214,Visit,2026-01-18 16:17:00,control
u_000214,Signup,2026-01-18 17:10:00,control
u_000215,Visit,2026-01-06 22:39:00,variant
u_000215,Signup,2026-01-06 23:01:00,variant
u_000216,Visit,2026-01-05 23:28:00,control
u_000217,Visit,2026-01-18 09:00:00,variant
u_000217,Signup,2026-01-18 09:17:00,variant
u_000218,Visit,2026-01-10 11:53:00,control
u_000218,Signup,2026-01-10 12:41:00,control
u_000218,Trial,2026-01-10 16:10:00,control
u_000219,Visit,2026-01-17 06:01:00,variant
u_000219,Signup,2026-01-17 06:19:00,variant
u_000220,Visit,2026-01-04 05:03:00,control
u_000221,Visit,2026-01-19 04:41:00,variant
u_000221,Signup,2026-01-19 04:54:00,variant
u_000221,Trial,2026-01-19 07:55:00,variant
u_000222,Visit,2026-01-26 11:23:00,control
u_000222,Signup,2026-01-26 12:27:00,control
u_000222,Trial,2026-01-26 14:07:00,control
u_000223,Visit,2026-01-15 22:47:00,variant
u_000223,Signup,2026-01-16 00:37:00,variant
u_000223,Trial,2026-01-16 01:24:00,variant
u_000224,Visit,2026-01-15 14:39:00,control
u_000225,Visit,2026-01-15 07:45:00,variant
u_000225,Signup,2026-01-15 08:38:00,variant
u_000225,Trial,2026-01-15 11:34:00,variant
u_000226,Visit,2026-01-30 11:06:00,control
u_000226,Signup,2026-01-30 11:59:00,control
u_000226,Trial,2026-01-30 16:01:00,control
u_000227,Visit,2026-01-08 12:10:00,variant
u_000228,Visit,2026-01-01 09:09:00,control
u_000228,Signup,2026-01-01 10:07:00,control
u_000229,Visit,2026-01-14 16:08:00,variant
u_000229,Signup,2026-01-14 17:07:00,variant
u_000229,Trial,2026-01-14 17:57:00,variant
u_000229,Purchase,2026-01-17 14:57:00,variant
u_000230,Visit,2026-01-02 13:43:00,control
u_000230,Signup,2026-01-02 15:36:00,control
u_000230,Trial,2026-01-02 16:15:00,control
u_000231,Visit,2026-01-13 04:47:00,variant
u_000231,Signup,2026-01-13 05:57:00,variant
u_000231,Trial,2026-01-13 07:15:00,variant
u_000232,Visit,2026-01-10 22:23:00,control
u_000232,Signup,2026-01-10 22:49:00,control
u_000233,Visit,2026-01-13 03:16:00,variant
u_000233,Signup,2026-01-13 03:42:00,variant
u_000234,Visit,2026-01-27 14:43:00,control
u_000234,Signup,2026-01-27 14:51:00,control
u_000234,Trial,2026-01-27 18:32:00,control
u_000234,Purchase,2026-01-30 15:32:00,control
u_000235,Visit,2026-01-14 03:16:00,variant
u_000235,Signup,2026-01-14 04:51:00,variant
u_000235,Trial,2026-01-14 09:31:00,variant
u_000236,Visit,2026-01-25 17:00:00,control
u_000236,Signup,2026-01-25 17:57:00,control
u_000237,Visit,2026-01-06 21:27:00,variant
u_000237,Signup,2026-01-06 22:50:00,variant
u_000238,Visit,2026-01-30 09:54:00,control
u_000238,Signup,2026-01-30 10:07:00,control
u_000238,Trial,2026-01-30 10:22:00,control
u_000238,Purchase,2026-02-02 05:22:00,control
u_000239,Visit,2026-01-12 16:41:00,variant
u_000239,Signup,2026-01-12 18:31:00,variant
u_000239,Trial,2026-01-12 20:59:00,variant
u_000240,Visit,2026-01-18 01:23:00,control
u_000240,Signup,2026-01-18 02:15:00,control
u_000241,Visit,2026-01-23 02:47:00,variant
u_000242,Visit,2026-01-19 01:45:00,control
u_000243,Visit,2026-01-05 16:48:00,variant
u_000243,Signup,2026-01-05 18:08:00,variant
u_000244,Visit,2026-01-24 11:58:00,control
u_000245,Visit,2026-01-15 15:04:00,variant
u_000245,Signup,2026-01-15 15:36:00,variant
u_000246,Visit,2026-01-15 22:15:00,control
u_000246,Signup,2026-01-16 00:08:00,control
u_000247,Visit,2026-01-20 17:47:00,variant
u_000247,Signup,2026-01-20 18:36:00,variant
u_000248,Visit,2026-01-03 13:11:00,control
u_000248,Signup,2026-01-03 14:08:00,control
u_000248,Trial,2026-01-03 14:45:00,control
u_000248,Purchase,2026-01-04 21:45:00,control
u_000249,Visit,2026-01-05 12:31:00,variant
u_000250,Visit,2026-01-02 19:56:00,control
