user_id,variant,event_name,timestamp
u_000015,variant,checkout_start,2026-01-13 19:40:00
u_000015,variant,add_to_cart,2026-01-05 13:34:00
u_000015,variant,purchase,2026-01-04 23:21:00
u_000015,variant,page_view,2026-01-09 07:59:00
u_000016,control,checkout_start,2026-01-02 11:44:00
u_000016,control,add_to_cart,2026-01-04 08:03:00
u_000016,control,checkout_start,2026-01-04 04:00:00
u_000017,control,purchase,2026-01-14 17:57:00
u_000017,control,add_to_cart,2026-01-10 00:55:00
u_000017,control,add_to_cart,2026-01-03 09:11:00
u_000018,variant,purchase,2026-01-01 22:10:00
u_000018,variant,add_to_cart,2026-01-04 01:42:00
u_000019,control,page_view,2026-01-09 01:49:00
u_000019,control,add_to_cart,2026-01-08 07:01:00
u_000019,control,page_view,2026-01-02 15:15:00
u_000019,control,page_view,2026-01-09 01:41:00
u_000019,control,checkout_start,2026-01-13 15:56:00
u_000019,control,purchase,2026-01-11 12:52:00
u_000020,variant,checkout_start,2026-01-10 21:04:00
u_000020,variant,checkout_start,2026-01-10 05:29:00
u_000021,variant,checkout_start,2026-01-09 16:09:00
u_000021,variant,checkout_start,2026-01-01 14:35:00
u_000021,variant,checkout_start,2026-01-02 18:55:00
u_000021,variant,purchase,2026-01-14 20:34:00
u_000021,variant,page_view,2026-01-13 11:33:00
u_000021,variant,add_to_cart,2026-01-10 09:55:00
u_000022,control,page_view,2026-01-13 17:19:00
u_000022,control,checkout_start,2026-01-07 19:46:00
u_000022,control,checkout_start,2026-01-14 16:16:00
u_000022,control,checkout_start,2026-01-10 04:34:00
u_000022,control,purchase,2026-01-10 18:56:00
u_000023,control,purchase,2026-01-13 14:18:00
u_000023,control,checkout_start,2026-01-03 03:11:00
u_000024,variant,page_view,2026-01-11 19:35:00
u_000024,variant,purchase,2026-01-01 12:00:00
u_000024,variant,page_view,2026-01-14 01:24:00
u_000024,variant,purchase,2026-01-12 12:34:00
u_000024,variant,page_view,2026-01-09 22:15:00
u_000025,variant,page_view,2026-01-04 23:19:00
u_000025,variant,add_to_cart,2026-01-08 13:58:00
u_000025,variant,add_to_cart,2026-01-05 18:53:00
u_000025,variant,add_to_cart,2026-01-01 21:22:00
u_000025,variant,checkout_start,2026-01-09 22:35:00
u_000025,variant,purchase,2026-01-09 01:34:00
u_000026,control,add_to_cart,2026-01-06 10:37:00
u_000026,control,add_to_cart,2026-01-14 13:39:00
u_000026,control,add_to_cart,2026-01-13 01:49:00
u_000026,control,add_to_cart,2026-01-10 14:18:00
u_000026,control,add_to_cart,2026-01-06 13:32:00
u_000026,control,purchase,2026-01-10 13:45:00
u_000027,variant,add_to_cart,2026-01-12 04:41:00
u_000027,variant,page_view,2026-01-12 21:10:00
u_000027,variant,checkout_start,2026-01-05 14:32:00
u_000027,variant,checkout_start,2026-01-14 20:59:00
u_000028,control,add_to_cart,2026-01-14 00:14:00
u_000028,control,add_to_cart,2026-01-12 23:01:00
u_000028,control,purchase,2026-01-09 03:50:00
u_000028,control,page_view,2026-01-01 20:14:00
u_000029,control,page_view,2026-01-11 16:15:00
u_000029,control,checkout_start,2026-01-07 08:46:00
u_000029,control,purchase,2026-01-02 20:51:00
u_000030,control,add_to_cart,2026-01-01 07:53:00
u_000030,control,add_to_cart,2026-01-03 00:39:00
u_000030,control,page_view,2026-01-03 22:58:00
u_000030,control,page_view,2026-01-09 18:55:00
u_000030,control,purchase,2026-01-07 19:18:00
u_000031,variant,page_view,2026-01-12 00:18:00
u_000031,variant,checkout_start,2026-01-06 23:57:00
u_000031,variant,purchase,2026-01-05 09:26:00
u_000031,variant,add_to_cart,2026-01-13 23:09:00
u_000031,variant,page_view,2026-01-08 07:21:00
u_000032,control,checkout_start,2026-01-14 00:16:00
u_000032,control,add_to_cart,2026-01-02 14:56:00
u_000032,control,add_to_cart,2026-01-03 04:33:00
u_000032,control,checkout_start,2026-01-08 22:27:00
u_000032,control,purchase,2026-01-05 18:14:00
u_000033,control,purchase,2026-01-13 19:41:00
u_000033,control,checkout_start,2026-01-03 14:53:00
u_000033,control,page_view,2026-01-14 09:33:00
u_000033,control,purchase,2026-01-13 07:56:00
u_000033,control,checkout_start,2026-01-12 23:49:00
u_000033,control,add_to_cart,2026-01-03 06:28:00
u_000033,control,add_to_cart,2026-01-12 22:08:00
u_000034,variant,purchase,2026-01-13 13:53:00
u_000034,variant,purchase,2026-01-01 12:55:00
u_000034,variant,page_view,2026-01-06 06:03:00
u_000034,variant,page_view,2026-01-14 02:22:00
u_000034,variant,page_view,2026-01-06 08:39:00
u_000035,control,page_view,2026-01-09 21:48:00
u_000035,control,page_view,2026-01-13 15:13:00
u_000035,control,checkout_start,2026-01-05 16:47:00
u_000035,control,checkout_start,2026-01-05 09:31:00
u_000035,control,page_view,2026-01-01 03:14:00
u_000035,control,page_view,2026-01-10 21:48:00
u_000036,variant,add_to_cart,2026-01-10 14:40:00
u_000036,variant,add_to_cart,2026-01-03 04:40:00
u_000036,variant,checkout_start,2026-01-07 09:20:00
u_000036,variant,checkout_start,2026-01-08 20:50:00
u_000036,variant,page_view,2026-01-01 16:42:00
u_000037,variant,page_view,2026-01-04 03:17:00
u_000037,variant,purchase,2026-01-11 23:08:00
u_000038,control,add_to_cart,2026-01-05 12:21:00
u_000038,control,add_to_cart,2026-01-13 03:38:00
u_000038,control,add_to_cart,2026-01-09 20:32:00
u_000038,control,page_view,2026-01-14 17:49:00
u_000038,control,checkout_start,2026-01-14 12:38:00
u_000038,control,add_to_cart,2026-01-09 15:17:00
u_000038,control,add_to_cart,2026-01-07 13:11:00
u_000039,control,page_view,2026-01-07 04:33:00
u_000039,control,checkout_start,2026-01-03 04:47:00
u_000039,control,add_to_cart,2026-01-02 07:27:00
u_000040,control,add_to_cart,2026-01-02 06:04:00
u_000040,control,checkout_start,2026-01-12 16:31:00
u_000040,control,purchase,2026-01-14 12:57:00
u_000040,control,page_view,2026-01-03 22:20:00
u_000040,control,purchase,2026-01-09 20:36:00
u_000041,control,purchase,2026-01-01 21:43:00
u_000041,control,checkout_start,2026-01-09 00:20:00
u_000041,control,purchase,2026-01-07 13:02:00
u_000041,control,checkout_start,2026-01-12 05:02:00
u_000041,control,add_to_cart,2026-01-01 23:29:00
u_000042,control,checkout_start,2026-01-07 19:55:00
u_000042,control,checkout_start,2026-01-04 13:14:00
u_000042,control,page_view,2026-01-12 00:24:00
u_000042,control,purchase,2026-01-09 15:33:00
u_000043,control,add_to_cart,2026-01-07 17:11:00
u_000043,control,add_to_cart,2026-01-04 03:11:00
u_000043,control,add_to_cart,2026-01-05 04:08:00
u_000044,control,add_to_cart,2026-01-08 09:26:00
u_000044,control,purchase,2026-01-05 15:11:00
u_000044,control,page_view,2026-01-12 10:54:00
u_000044,control,page_view,2026-01-13 23:55:00
u_000045,variant,checkout_start,2026-01-06 17:21:00
u_000045,variant,checkout_start,2026-01-10 03:24:00
u_000045,variant,purchase,2026-01-01 05:33:00
u_000045,variant,page_view,2026-01-04 21:17:00
u_000045,variant,page_view,2026-01-14 06:38:00
u_000046,control,page_view,2026-01-07 04:32:00
u_000046,control,add_to_cart,2026-01-05 15:15:00
u_000047,control,checkout_start,2026-01-13 02:23:00
u_000047,control,add_to_cart,2026-01-14 02:57:00
u_000047,control,page_view,2026-01-03 17:21:00
u_000047,control,add_to_cart,2026-01-02 15:15:00
u_000047,control,page_view,2026-01-06 04:44:00
u_000048,control,add_to_cart,2026-01-04 19:04:00
u_000048,control,page_view,2026-01-02 13:45:00
u_000048,control,purchase,2026-01-01 22:07:00
u_000048,control,checkout_start,2026-01-11 00:03:00
u_000048,control,page_view,2026-01-04 11:06:00
u_000049,control,checkout_start,2026-01-01 12:18:00
u_000049,control,purchase,2026-01-05 18:32:00
u_000049,control,add_to_cart,2026-01-13 17:43:00
u_000049,control,page_view,2026-01-14 06:23:00
u_000050,variant,add_to_cart,2026-01-02 00:03:00
u_000050,variant,page_view,2026-01-12 10:33:00
u_000050,variant,add_to_cart,2026-01-11 15:52:00
u_000050,variant,purchase,2026-01-06 15:06:00
u_000050,variant,add_to_cart,2026-01-04 18:24:00
u_000051,variant,checkout_start,2026-01-05 21:26:00
u_000051,variant,checkout_start,2026-01-08 13:22:00
u_000051,variant,page_view,2026-01-08 08:37:00
u_000051,variant,purchase,2026-01-14 11:14:00
u_000051,variant,add_to_cart,2026-01-04 08:11:00
u_000052,control,purchase,2026-01-12 14:42:00
u_000052,control,add_to_cart,2026-01-04 20:40:00
u_000052,control,checkout_start,2026-01-04 13:45:00
u_000052,control,purchase,2026-01-06 13:41:00
u_000052,control,add_to_cart,2026-01-12 06:18:00
u_000052,control,add_to_cart,2026-01-02 19:53:00
u_000052,control,purchase,2026-01-05 10:11:00
u_000053,variant,checkout_start,2026-01-02 03:54:00
u_000053,variant,page_view,2026-01-12 11:38:00
u_000053,variant,page_view,2026-01-05 15:30:00
u_000053,variant,purchase,2026-01-03 11:42:00
u_000053,variant,checkout_start,2026-01-02 14:51:00
u_000054,control,checkout_start,2026-01-04 11:37:00
u_000054,control,add_to_cart,2026-01-08 10:40:00
u_000054,control,purchase,2026-01-08 15:07:00
u_000054,control,checkout_start,2026-01-06 19:01:00
u_000054,control,page_view,2026-01-14 12:02:00
u_000055,variant,page_view,2026-01-04 20:43:00
u_000055,variant,add_to_cart,2026-01-02 03:23:00
u_000055,variant,purchase,2026-01-03 10:01:00
u_000055,variant,page_view,2026-01-05 10:25:00
u_000055,variant,purchase,2026-01-04 03:54:00
u_000055,variant,add_to_cart,2026-01-10 13:16:00
u_000056,control,page_view,2026-01-02 07:16:00
u_000056,control,page_view,2026-01-05 13:53:00
u_000057,variant,purchase,2026-01-08 23:15:00
u_000057,variant,purchase,2026-01-01 09:42:00
u_000057,variant,checkout_start,2026-01-07 05:14:00
u_000057,variant,page_view,2026-01-08 17:50:00
u_000057,variant,add_to_cart,2026-01-11 16:31:00
u_000057,variant,add_to_cart,2026-01-07 00:11:00
u_000057,variant,page_view,2026-01-07 14:45:00
u_000058,control,checkout_start,2026-01-06 08:12:00
u_000058,control,add_to_cart,2026-01-06 04:56:00
u_000059,control,checkout_start,2026-01-12 22:24:00
u_000059,control,add_to_cart,2026-01-06 12:15:00
u_000059,control,page_view,2026-01-10 13:12:00
u_000059,control,page_view,2026-01-14 14:42:00
u_000059,control,checkout_start,2026-01-07 12:25:00
u_000059,control,checkout_start,2026-01-14 21:52:00
u_000059,control,page_view,2026-01-11 10:38:00
u_000060,variant,checkout_start,2026-01-10 06:38:00
u_000060,variant,checkout_start,2026-01-03 03:45:00
u_000060,variant,purchase,2026-01-05 00:38:00
u_000060,variant,add_to_cart,2026-01-14 15:09:00
u_000060,variant,page_view,2026-01-06 17:00:00
u_000060,variant,checkout_start,2026-01-04 07:33:00
u_000060,variant,checkout_start,2026-01-08 08:06:00
u_000061,control,page_view,2026-01-05 00:18:00
u_000061,control,purchase,2026-01-08 07:01:00
u_000061,control,purchase,2026-01-11 01:22:00
u_000062,variant,purchase,2026-01-09 15:24:00
u_000062,variant,add_to_cart,2026-01-10 17:11:00
u_000062,variant,purchase,2026-01-05 11:59:00
u_000062,variant,add_to_cart,2026-01-13 07:18:00
u_000062,variant,checkout_start,2026-01-03 00:26:00
u_000062,variant,add_to_cart,2026-01-04 13:30:00
u_000063,variant,purchase,2026-01-12 18:01:00
u_000063,variant,purchase,2026-01-11 09:08:00
u_000063,variant,checkout_start,2026-01-10 05:42:00
u_000063,variant,add_to_cart,2026-01-01 13:46:00
u_000064,control,checkout_start,2026-01-10 05:38:00
u_000064,control,add_to_cart,2026-01-01 10:25:00
u_000065,variant,add_to_cart,2026-01-13 01:20:00
u_000065,variant,add_to_cart,2026-01-14 15:03:00
u_000066,control,purchase,2026-01-14 13:24:00
u_000066,control,page_view,2026-01-14 15:15:00
u_000066,control,purchase,2026-01-12 04:24:00
u_000066,control,page_view,2026-01-05 01:26:00
u_000066,control,checkout_start,2026-01-01 15:14:00
u_000066,control,purchase,2026-01-06 23:00:00
u_000066,control,page_view,2026-01-05 03:55:00
u_000067,variant,checkout_start,2026-01-09 10:21:00
u_000067,variant,add_to_cart,2026-01-09 16:07:00
u_000067,variant,purchase,2026-01-05 21:39:00
u_000067,variant,add_to_cart,2026-01-02 10:08:00
u_000068,control,add_to_cart,2026-01-11 15:03:00
u_000068,control,page_view,2026-01-09 06:14:00
u_000068,control,purchase,2026-01-04 13:46:00
u_000068,control,page_view,2026-01-10 11:22:00
u_000069,control,checkout_start,2026-01-13 07:34:00
u_000069,control,page_view,2026-01-03 18:26:00
u_000069,control,add_to_cart,2026-01-08 20:51:00
u_000069,control,purchase,2026-01-09 15:52:00
u_000069,control,page_view,2026-01-12 22:13:00
u_000070,control,purchase,2026-01-04 20:43:00
u_000070,control,purchase,2026-01-08 12:24:00
u_000070,control,checkout_start,2026-01-14 15:38:00
u_000070,control,page_view,2026-01-05 08:06:00
u_000071,variant,purchase,2026-01-12 21:46:00
u_000071,variant,purchase,2026-01-04 08:01:00
u_000071,variant,add_to_cart,2026-01-06 15:07:00
u_000072,variant,purchase,2026-01-14 20:00:00
u_000072,variant,purchase,2026-01-14 08:33:00
u_000072,variant,add_to_cart,2026-01-09 11:31:00
u_000072,variant,checkout_start,2026-01-03 02:59:00
u_000072,variant,purchase,2026-01-02 16:05:00
u_000072,variant,purchase,2026-01-04 17:39:00
u_000073,variant,checkout_start,2026-01-07 13:02:00
u_000073,variant,add_to_cart,2026-01-13 15:30:00
u_000073,variant,checkout_start,2026-01-09 12:35:00
u_000074,control,purchase,2026-01-03 12:37:00
u_000074,control,add_to_cart,2026-01-13 16:10:00
u_000074,control,purchase,2026-01-01 20:21:00
u_000074,control,page_view,2026-01-04 17:00:00
u_000074,control,checkout_start,2026-01-12 09:46:00
u_000074,control,add_to_cart,2026-01-03 13:44:00
u_000075,control,page_view,2026-01-10 11:50:00
u_000075,control,purchase,2026-01-09 20:28:00
u_000075,control,purchase,2026-01-08 14:55:00
u_000075,control,purchase,2026-01-14 03:52:00
u_000075,control,page_view,2026-01-10 07:39:00
u_000076,variant,page_view,2026-01-04 07:00:00
u_000076,variant,page_view,2026-01-03 15:32:00
u_000076,variant,page_view,2026-01-14 14:04:00
u_000077,variant,page_view,2026-01-05 19:21:00
u_000077,variant,checkout_start,2026-01-09 20:22:00
u_000077,variant,page_view,2026-01-03 01:40:00
u_000077,variant,checkout_start,2026-01-14 13:52:00
u_000078,control,purchase,2026-01-01 20:44:00
u_000078,control,add_to_cart,2026-01-04 05:21:00
u_000079,variant,purchase,2026-01-04 00:30:00
u_000079,variant,checkout_start,2026-01-05 15:58:00
u_000079,variant,checkout_start,2026-01-01 18:26:00
u_000079,variant,add_to_cart,2026-01-14 09:48:00
u_000080,variant,purchase,2026-01-10 13:00:00
u_000080,variant,page_view,2026-01-07 11:07:00
u_000080,variant,purchase,2026-01-10 13:21:00
u_000080,variant,checkout_start,2026-01-13 03:21:00
u_000080,variant,page_view,2026-01-14 10:41:00
u_000080,variant,page_view,2026-01-14 22:51:00
u_000081,variant,add_to_cart,2026-01-07 16:02:00
u_000081,variant,page_view,2026-01-05 10:28:00
u_000081,variant,page_view,2026-01-10 21:28:00
u_000081,variant,page_view,2026-01-12 06:47:00
u_000081,variant,add_to_cart,2026-01-12 21:41:00
u_000081,variant,add_to_cart,2026-01-11 12:51:00
u_000082,variant,purchase,2026-01-08 08:37:00
u_000082,variant,add_to_cart,2026-01-10 02:18:00
u_000082,variant,page_view,2026-01-14 14:32:00
u_000082,variant,checkout_start,2026-01-01 16:29:00
u_000082,variant,page_view,2026-01-01 04:50:00
u_000082,variant,checkout_start,2026-01-10 07:36:00
u_000083,control,checkout_start,2026-01-07 20:31:00
u_000083,control,add_to_cart,2026-01-09 15:39:00
u_000084,control,purchase,2026-01-03 05:22:00
u_000084,control,purchase,2026-01-09 00:44:00
u_000084,control,page_view,2026-01-14 01:07:00
u_000084,control,add_to_cart,2026-01-07 05:48:00
u_000084,control,purchase,2026-01-09 02:51:00
u_000084,control,page_view,2026-01-01 23:31:00
u_000084,control,purchase,2026-01-05 21:19:00
u_000085,variant,page_view,2026-01-14 05:40:00
u_000085,variant,checkout_start,2026-01-08 08:04:00
u_000086,variant,add_to_cart,2026-01-14 07:28:00
u_000086,variant,checkout_start,2026-01-09 22:30:00
u_000086,variant,purchase,2026-01-01 01:00:00
u_000086,variant,add_to_cart,2026-01-12 15:58:00
u_000086,variant,page_view,2026-01-05 14:45:00
u_000087,variant,checkout_start,2026-01-12 19:30:00
u_000087,variant,add_to_cart,2026-01-10 15:00:00
u_000088,control,purchase,2026-01-13 23:38:00
u_000088,control,add_to_cart,2026-01-02 02:39:00
u_000088,control,checkout_start,2026-01-08 14:54:00
u_000088,control,add_to_cart,2026-01-08 13:34:00
u_000088,control,checkout_start,2026-01-05 00:14:00
u_000088,control,add_to_cart,2026-01-05 18:48:00
u_000089,control,checkout_start,2026-01-01 14:08:00
u_000089,control,add_to_cart,2026-01-11 04:39:00
u_000089,control,page_view,2026-01-12 03:14:00
u_000089,control,purchase,2026-01-05 11:12:00
u_000090,control,add_to_cart,2026-01-04 12:09:00
u_000090,control,page_view,2026-01-14 11:04:00
u_000090,control,purchase,2026-01-13 13:52:00
u_000090,control,page_view,2026-01-14 12:01:00
u_000090,control,checkout_start,2026-01-08 04:06:00
u_000091,variant,page_view,2026-01-05 13:18:00
u_000091,variant,page_view,2026-01-12 01:27:00
u_000091,variant,purchase,2026-01-14 12:57:00
u_000091,variant,purchase,2026-01-02 20:27:00
u_000092,control,purchase,2026-01-08 03:31:00
u_000092,control,checkout_start,2026-01-06 09:09:00
u_000092,control,purchase,2026-01-10 20:21:00
u_000092,control,checkout_start,2026-01-01 03:12:00
u_000092,control,purchase,2026-01-08 08:09:00
u_000092,control,purchase,2026-01-10 12:01:00
u_000093,control,purchase,2026-01-04 10:52:00
u_000093,control,add_to_cart,2026-01-01 08:26:00
u_000093,control,checkout_start,2026-01-05 12:52:00
u_000093,control,page_view,2026-01-12 03:33:00
u_000093,control,page_view,2026-01-04 03:11:00
u_000094,variant,checkout_start,2026-01-05 18:11:00
u_000094,variant,checkout_start,2026-01-05 19:38:00
u_000095,control,add_to_cart,2026-01-12 02:22:00
u_000095,control,add_to_cart,2026-01-01 05:00:00
u_000095,control,add_to_cart,2026-01-04 10:20:00
u_000095,control,add_to_cart,2026-01-02 17:54:00
u_000095,control,purchase,2026-01-09 17:50:00
u_000095,control,page_view,2026-01-14 16:43:00
u_000096,control,page_view,2026-01-01 00:02:00
u_000096,control,page_view,2026-01-01 09:29:00
u_000096,control,add_to_cart,2026-01-09 11:45:00
u_000096,control,add_to_cart,2026-01-13 06:20:00
u_000097,variant,add_to_cart,2026-01-09 22:16:00
u_000097,variant,add_to_cart,2026-01-04 19:59:00
u_000097,variant,page_view,2026-01-08 07:14:00
u_000097,variant,page_view,2026-01-10 09:55:00
u_000097,variant,purchase,2026-01-06 03:41:00
u_000097,variant,checkout_start,2026-01-14 15:57:00
u_000097,variant,checkout_start,2026-01-06 15:42:00
u_000098,control,page_view,2026-01-09 05:42:00
u_000098,control,add_to_cart,2026-01-03 12:34:00
u_000098,control,checkout_start,2026-01-10 23:40:00
u_000098,control,checkout_start,2026-01-11 11:15:00
u_000098,control,add_to_cart,2026-01-06 19:05:00
u_000098,control,page_view,2026-01-09 15:14:00
u_000098,control,purchase,2026-01-07 18:48:00
u_000099,control,add_to_cart,2026-01-10 02:25:00
u_000099,control,checkout_start,2026-01-07 16:01:00
u_000099,control,page_view,2026-01-06 17:57:00
u_000100,control,page_view,2026-01-06 16:18:00
u_000100,control,purchase,2026-01-09 14:30:00
u_000100,control,page_view,2026-01-12 22:20:00
u_000101,control,checkout_start,2026-01-08 22:44:00
u_000101,control,checkout_start,2026-01-11 17:28:00
u_000101,control,add_to_cart,2026-01-11 21:19:00
u_000102,variant,add_to_cart,2026-01-02 10:53:00
u_000102,variant,checkout_start,2026-01-07 11:39:00
u_000102,variant,add_to_cart,2026-01-10 15:47:00
u_000102,variant,checkout_start,2026-01-03 12:23:00
u_000102,variant,add_to_cart,2026-01-13 15:06:00
u_000103,variant,add_to_cart,2026-01-14 14:46:00
u_000103,variant,checkout_start,2026-01-12 21:27:00
u_000103,variant,add_to_cart,2026-01-03 06:54:00
u_000103,variant,checkout_start,2026-01-12 10:20:00
u_000103,variant,checkout_start,2026-01-07 01:26:00
u_000104,control,page_view,2026-01-13 22:42:00
u_000104,control,page_view,2026-01-10 05:46:00
u_000105,control,add_to_cart,2026-01-14 22:54:00
u_000105,control,checkout_start,2026-01-14 12:48:00
u_000105,control,add_to_cart,2026-01-11 08:53:00
u_000105,control,purchase,2026-01-13 20:43:00
u_000105,control,add_to_cart,2026-01-05 15:38:00
u_000106,control,checkout_start,2026-01-04 20:04:00
u_000106,control,add_to_cart,2026-01-12 01:32:00
u_000106,control,checkout_start,2026-01-13 16:38:00
u_000106,control,checkout_start,2026-01-14 17:33:00
u_000106,control,add_to_cart,2026-01-11 20:58:00
u_000106,control,page_view,2026-01-10 20:32:00
u_000107,variant,checkout_start,2026-01-12 07:22:00
u_000107,variant,page_view,2026-01-04 03:08:00
u_000107,variant,checkout_start,2026-01-06 19:10:00
u_000107,variant,checkout_start,2026-01-07 00:40:00
u_000108,variant,purchase,2026-01-10 16:03:00
u_000108,variant,checkout_start,2026-01-03 02:02:00
u_000109,variant,checkout_start,2026-01-01 17:42:00
u_000109,variant,add_to_cart,2026-01-13 10:47:00
u_000109,variant,purchase,2026-01-08 04:57:00
u_000110,control,page_view,2026-01-03 09:31:00
u_000110,control,add_to_cart,2026-01-08 17:11:00
u_000110,control,checkout_start,2026-01-07 10:38:00
u_000111,variant,page_view,2026-01-06 22:16:00
u_000111,variant,checkout_start,2026-01-01 18:06:00
u_000111,variant,purchase,2026-01-14 22:21:00
u_000111,variant,checkout_start,2026-01-10 20:09:00
u_000111,variant,page_view,2026-01-03 13:27:00
u_000111,variant,page_view,2026-01-02 21:22:00
u_000112,variant,purchase,2026-01-10 11:38:00
u_000112,variant,purchase,2026-01-14 16:56:00
u_000112,variant,checkout_start,2026-01-02 11:13:00
u_000112,variant,purchase,2026-01-08 15:34:00
u_000112,variant,checkout_start,2026-01-14 19:45:00
u_000113,control,page_view,2026-01-11 17:00:00
u_000113,control,purchase,2026-01-04 07:48:00
u_000113,control,add_to_cart,2026-01-02 10:50:00
u_000113,control,checkout_start,2026-01-03 00:01:00
u_000113,control,add_to_cart,2026-01-10 02:38:00
u_000113,control,purchase,2026-01-05 11:21:00
u_000114,control,page_view,2026-01-03 07:59:00
u_000114,control,page_view,2026-01-11 11:04:00
u_000114,control,add_to_cart,2026-01-01 06:58:00
u_000114,control,purchase,2026-01-04 21:01:00
u_000114,control,checkout_start,2026-01-08 17:35:00
u_000114,control,page_view,2026-01-09 10:40:00
u_000114,control,purchase,2026-01-06 02:43:00
u_000115,control,add_to_cart,2026-01-04 23:03:00
u_000115,control,page_view,2026-01-03 23:06:00
u_000115,control,page_view,2026-01-10 02:17:00
u_000115,control,page_view,2026-01-08 14:57:00
u_000115,control,add_to_cart,2026-01-03 01:18:00
u_000115,control,purchase,2026-01-08 13:25:00
u_000115,control,add_to_cart,2026-01-09 22:34:00
u_000116,variant,add_to_cart,2026-01-04 10:23:00
u_000116,variant,checkout_start,2026-01-07 21:17:00
u_000116,variant,checkout_start,2026-01-03 08:18:00
u_000116,variant,purchase,2026-01-01 05:44:00
u_000116,variant,add_to_cart,2026-01-09 18:10:00
u_000116,variant,checkout_start,2026-01-05 17:29:00
u_000116,variant,purchase,2026-01-05 19:56:00
u_000117,control,add_to_cart,2026-01-07 03:59:00
u_000117,control,purchase,2026-01-05 23:00:00
u_000117,control,add_to_cart,2026-01-11 22:42:00
u_000117,control,page_view,2026-01-07 01:15:00
u_000117,control,add_to_cart,2026-01-07 18:03:00
u_000117,control,checkout_start,2026-01-07 00:09:00
u_000118,control,purchase,2026-01-03 00:05:00
u_000118,control,checkout_start,2026-01-05 12:40:00
u_000118,control,checkout_start,2026-01-07 19:09:00
u_000118,control,purchase,2026-01-14 05:24:00
u_000118,control,page_view,2026-01-02 12:25:00
u_000118,control,page_view,2026-01-12 02:43:00
