user_id,variant,converted,order_value
u_000393,variant,0,0.0
u_000394,control,0,0.0
u_000395,control,0,0.0
u_000396,variant,0,0.0
u_000397,control,0,0.0
u_000398,control,0,0.0
u_000399,control,0,0.0
u_000400,control,0,0.0
u_000401,variant,0,0.0
u_000402,variant,0,0.0
u_000403,control,0,0.0
u_000404,variant,0,0.0
u_000405,variant,0,0.0
u_000406,control,0,0.0
u_000407,variant,0,0.0
u_000408,control,0,0.0
u_000409,variant,0,0.0
u_000410,variant,0,0.0
u_000411,variant,0,0.0
u_000412,control,0,0.0
u_000413,variant,0,0.0
u_000414,control,0,0.0
u_000415,control,0,0.0
u_000416,control,0,0.0
u_000417,variant,0,0.0
u_000418,control,0,0.0
u_000419,variant,0,0.0
u_000420,variant,0,0.0
u_000421,control,0,0.0
u_000422,control,0,0.0
u_000423,control,0,0.0
u_000424,variant,0,0.0
u_000425,variant,0,0.0
u_000426,control,0,0.0
u_000427,variant,0,0.0
u_000428,control,1,73.37
u_000429,variant,0,0.0
u_000430,variant,0,0.0
u_000431,variant,0,0.0
u_000432,variant,0,0.0
u_000433,variant,0,0.0
u_000434,control,0,0.0
u_000435,control,0,0.0
u_000436,control,0,0.0
u_000437,variant,0,0.0
u_000438,variant,0,0.0
u_000439,variant,1,42.29
u_000440,variant,0,0.0
u_000441,control,0,0.0
u_000442,variant,0,0.0
u_000443,control,0,0.0
u_000444,control,0,0.0
u_000445,variant,0,0.0
u_000446,variant,0,0.0
u_000447,variant,0,0.0
u_000448,control,0,0.0
u_000449,variant,0,0.0
u_000450,control,0,0.0
u_000451,variant,0,0.0
u_000452,variant,0,0.0
u_000453,control,0,0.0
u_000454,control,0,0.0
u_000455,control,0,0.0
u_000456,variant,0,0.0
u_000457,control,0,0.0
u_000458,variant,0,0.0
u_000459,variant,0,0.0
u_000460,variant,0,0.0
u_000461,control,0,0.0
u_000462,variant,0,0.0
u_000463,control,0,0.0
u_000464,variant,0,0.0
u_000465,variant,0,0.0
u_000466,variant,0,0.0
u_000467,variant,0,0.0
u_000468,control,0,0.0
u_000469,variant,0,0.0
u_000470,control,0,0.0
u_000471,control,0,0.0
u_000472,control,0,0.0
u_000473,control,0,0.0
u_000474,control,0,0.0
u_000475,control,0,0.0
u_000476,control,0,0.0
u_000477,variant,0,0.0
u_000478,variant,0,0.0
u_000479,control,0,0.0
u_000480,control,0,0.0
u_000481,control,0,0.0
u_000482,variant,0,0.0
u_000483,control,0,0.0
u_000484,control,0,0.0
u_000485,control,0,0.0
u_000486,control,0,0.0
u_000487,control,0,0.0
u_000488,variant,0,0.0
u_000489,variant,0,0.0
u_000490,variant,0,0.0
u_000491,variant,0,0.0
u_000492,variant,0,0.0
u_000493,control,0,0.0
u_000494,variant,0,0.0
u_000495,variant,0,0.0
u_000496,control,0,0.0
u_000497,variant,0,0.0
u_000498,control,0,0.0
u_000499,variant,0,0.0
u_000500,variant,0,0.0
u_000501,variant,0,0.0
u_000502,variant,0,0.0
u_000503,variant,0,0.0
u_000504,variant,0,0.0
u_000505,variant,0,0.0
u_000506,control,0,0.0
u_000507,variant,0,0.0
u_000508,control,0,0.0
u_000509,control,0,0.0
u_000510,control,0,0.0
u_000511,variant,0,0.0
u_000512,control,0,0.0
u_000513,control,0,0.0
u_000514,control,0,0.0
u_000515,control,0,0.0
u_000516,control,0,0.0
u_000517,variant,0,0.0
u_000518,control,0,0.0
u_000519,variant,0,0.0
u_000520,variant,0,0.0
u_000521,control,1,53.99
u_000522,control,0,0.0
u_000523,variant,0,0.0
u_000524,control,0,0.0
u_000525,control,0,0.0
u_000526,variant,0,0.0
u_000527,variant,0,0.0
u_000528,variant,0,0.0
u_000529,control,0,0.0
u_000530,variant,0,0.0
u_000531,variant,0,0.0
u_000532,control,0,0.0
u_000533,variant,0,0.0
u_000534,control,0,0.0
u_000535,control,0,0.0
u_000536,variant,0,0.0
u_000537,control,0,0.0
u_000538,control,0,0.0
u_000539,variant,0,0.0
u_000540,variant,0,0.0
u_000541,variant,0,0.0
u_000542,variant,0,0.0
u_000543,variant,0,0.0
u_000544,control,1,33.97
u_000545,control,0,0.0
u_000546,control,0,0.0
u_000547,control,0,0.0
u_000548,variant,0,0.0
u_000549,control,0,0.0
u_000550,control,0,0.0
u_000551,control,0,0.0
u_000552,control,0,0.0
u_000553,variant,0,0.0
u_000554,control,0,0.0
u_000555,control,0,0.0
u_000556,control,0,0.0
u_000557,control,0,0.0
u_000558,variant,0,0.0
u_000559,control,0,0.0
u_000560,control,0,0.0
u_000561,control,0,0.0
u_000562,variant,0,0.0
u_000563,variant,0,0.0
u_000564,variant,0,0.0
u_000565,variant,0,0.0
u_000566,variant,0,0.0
u_000567,control,0,0.0
u_000568,control,0,0.0
u_000569,variant,0,0.0
u_000570,control,0,0.0
u_000571,variant,0,0.0
u_000572,control,0,0.0
u_000573,variant,0,0.0
u_000574,variant,0,0.0
u_000575,variant,0,0.0
u_000576,variant,0,0.0
u_000577,variant,0,0.0
u_000578,variant,0,0.0
u_000579,control,0,0.0
u_000580,control,0,0.0
u_000581,variant,0,0.0
u_000582,control,0,0.0
u_000583,control,0,0.0
u_000584,variant,0,0.0
u_000585,variant,0,0.0
u_000586,control,0,0.0
u_000587,control,0,0.0
u_000588,control,0,0.0
u_000589,control,0,0.0
u_000590,variant,0,0.0
u_000591,control,0,0.0
u_000592,control,0,0.0
u_000593,variant,0,0.0
u_000594,control,0,0.0
u_000595,control,0,0.0
u_000596,variant,0,0.0
u_000597,variant,1,50.42
u_000598,variant,0,0.0
u_000599,variant,0,0.0
u_000600,control,0,0.0
u_000601,variant,0,0.0
u_000602,variant,0,0.0
u_000603,variant,0,0.0
u_000604,variant,0,0.0
u_000605,variant,0,0.0
u_000606,variant,0,0.0
u_000607,control,0,0.0
u_000608,variant,0,0.0
u_000609,control,0,0.0
u_000610,variant,0,0.0
u_000611,variant,0,0.0
u_000612,variant,0,0.0
u_000613,variant,0,0.0
u_000614,control,0,0.0
u_000615,variant,0,0.0
u_000616,variant,0,0.0
u_000617,control,0,0.0
u_000618,control,0,0.0
u_000619,control,0,0.0
u_000620,variant,0,0.0
u_000621,control,0,0.0
u_000622,variant,0,0.0
u_000623,control,1,64.47
u_000624,variant,0,0.0
u_000625,control,0,0.0
u_000626,variant,0,0.0
u_000627,control,1,42.72
u_000628,variant,0,0.0
u_000629,variant,0,0.0
u_000630,variant,1,34.36
u_000631,variant,0,0.0
u_000632,control,0,0.0
u_000633,control,0,0.0
u_000634,control,0,0.0
u_000635,control,0,0.0
u_000636,variant,0,0.0
u_000637,variant,0,0.0
u_000638,variant,0,0.0
u_000639,variant,0,0.0
u_000640,variant,0,0.0
u_000641,variant,0,0.0
u_000642,control,0,0.0
u_000643,control,0,0.0
u_000644,variant,1,58.76
u_000645,variant,0,0.0
u_000646,control,0,0.0
u_000647,variant,0,0.0
u_000648,variant,0,0.0
u_000649,control,0,0.0
u_000650,control,0,0.0
u_000651,variant,0,0.0
u_000652,variant,0,0.0
u_000653,control,0,0.0
u_000654,variant,0,0.0
u_000655,control,0,0.0
u_000656,variant,0,0.0
u_000657,control,0,0.0
u_000658,variant,0,0.0
u_000659,control,1,40.62
u_000660,control,0,0.0
u_000661,variant,0,0.0
u_000662,control,0,0.0
u_000663,control,0,0.0
u_000664,control,0,0.0
u_000665,variant,0,0.0
u_000666,variant,0,0.0
u_000667,variant,0,0.0
u_000668,control,0,0.0
u_000669,control,0,0.0
u_000670,control,0,0.0
u_000671,variant,0,0.0
u_000672,variant,0,0.0
u_000673,variant,0,0.0
u_000674,variant,0,0.0
u_000675,control,0,0.0
u_000676,variant,0,0.0
u_000677,control,0,0.0
u_000678,control,0,0.0
u_000679,control,0,0.0
u_000680,control,0,0.0
u_000681,control,0,0.0
u_000682,control,0,0.0
u_000683,control,0,0.0
u_000684,variant,0,0.0
u_000685,control,0,0.0
u_000686,control,0,0.0
u_000687,variant,0,0.0
u_000688,variant,0,0.0
u_000689,variant,0,0.0
u_000690,control,0,0.0
u_000691,variant,0,0.0
u_000692,control,0,0.0
u_000693,control,0,0.0
u_000694,variant,0,0.0
u_000695,variant,0,0.0
u_000696,variant,0,0.0
u_000697,variant,0,0.0
u_000698,variant,0,0.0
u_000699,control,0,0.0
u_000700,control,0,0.0
u_000701,control,0,0.0
u_000702,control,0,0.0
u_000703,variant,0,0.0
u_000704,control,0,0.0
u_000705,variant,0,0.0
u_000706,variant,0,0.0
u_000707,variant,0,0.0
u_000708,control,0,0.0
u_000709,control,0,0.0
u_000710,variant,0,0.0
u_000711,variant,0,0.0
u_000712,variant,0,0.0
u_000713,variant,0,0.0
u_000714,variant,0,0.0
u_000715,control,0,0.0
u_000716,variant,0,0.0
u_000717,control,0,0.0
u_000718,variant,0,0.0
u_000719,variant,0,0.0
u_000720,variant,0,0.0
u_000721,control,0,0.0
u_000722,control,0,0.0
u_000723,variant,0,0.0
u_000724,control,0,0.0
u_000725,control,1,55.56
u_000726,control,0,0.0
u_000727,control,0,0.0
u_000728,control,0,0.0
u_000729,variant,0,0.0
u_000730,control,0,0.0
u_000731,control,0,0.0
u_000732,control,0,0.0
u_000733,control,0,0.0
u_000734,control,0,0.0
u_000735,variant,0,0.0
u_000736,control,0,0.0
u_000737,control,0,0.0
u_000738,control,0,0.0
u_000739,control,0,0.0
u_000740,control,0,0.0
u_000741,control,0,0.0
u_000742,variant,0,0.0
u_000743,control,0,0.0
u_000744,variant,0,0.0
u_000745,control,0,0.0
u_000746,control,0,0.0
u_000747,control,0,0.0
u_000748,variant,1,38.1
u_000749,variant,0,0.0
u_000750,control,0,0.0
u_000751,control,0,0.0
u_000752,control,0,0.0
u_000753,control,0,0.0
u_000754,variant,0,0.0
u_000755,control,0,0.0
u_000756,control,1,30.97
u_000757,variant,0,0.0
u_000758,control,0,0.0
u_000759,control,0,0.0
u_000760,variant,0,0.0
u_000761,control,0,0.0
u_000762,control,0,0.0
u_000763,control,0,0.0
u_000764,variant,0,0.0
u_000765,control,0,0.0
u_000766,control,0,0.0
u_000767,control,1,38.66
u_000768,control,0,0.0
u_000769,variant,0,0.0
u_000770,control,0,0.0
u_000771,variant,0,0.0
u_000772,variant,0,0.0
u_000773,variant,0,0.0
u_000774,control,0,0.0
u_000775,variant,0,0.0
u_000776,variant,0,0.0
u_000777,control,0,0.0
u_000778,variant,0,0.0
u_000779,variant,0,0.0
u_000780,control,0,0.0
u_000781,variant,0,0.0
u_000782,control,0,0.0
u_000783,variant,0,0.0
u_000784,variant,0,0.0
u_000785,control,0,0.0
u_000786,variant,0,0.0
u_000787,control,0,0.0
u_000788,variant,0,0.0
u_000789,variant,0,0.0
u_000790,control,0,0.0
u_000791,control,0,0.0
u_000792,control,0,0.0
u_000793,control,0,0.0
u_000794,control,0,0.0
u_000795,control,0,0.0
u_000796,control,0,0.0
u_000797,control,0,0.0
u_000798,variant,0,0.0
u_000799,variant,0,0.0
u_000800,variant,0,0.0
u_000801,control,0,0.0
u_000802,variant,0,0.0
u_000803,variant,0,0.0
u_000804,control,0,0.0
u_000805,control,0,0.0
u_000806,variant,0,0.0
u_000807,control,0,0.0
u_000808,variant,0,0.0
u_000809,variant,0,0.0
u_000810,control,0,0.0
u_000811,control,0,0.0
u_000812,variant,0,0.0
u_000813,variant,0,0.0
u_000814,control,0,0.0
u_000815,variant,0,0.0
u_000816,variant,0,0.0
u_000817,variant,1,45.56
u_000818,variant,0,0.0
u_000819,control,0,0.0
u_000820,control,1,24.9
u_000821,variant,0,0.0
u_000822,control,0,0.0
u_000823,variant,0,0.0
u_000824,variant,0,0.0
u_000825,control,0,0.0
u_000826,variant,0,0.0
u_000827,control,0,0.0
u_000828,variant,0,0.0
u_000829,control,0,0.0
u_000830,variant,0,0.0
u_000831,variant,0,0.0
u_000832,control,0,0.0
u_000833,variant,0,0.0
u_000834,variant,0,0.0
u_000835,variant,0,0.0
u_000836,variant,0,0.0
u_000837,variant,0,0.0
u_000838,control,0,0.0
u_000839,variant,0,0.0
u_000840,control,0,0.0
u_000841,variant,0,0.0
u_000842,variant,0,0.0
u_000843,control,0,0.0
u_000844,control,0,0.0
u_000845,variant,0,0.0
u_000846,control,0,0.0
u_000847,variant,0,0.0
u_000848,control,0,0.0
u_000849,variant,0,0.0
u_000850,control,1,46.65
u_000851,control,0,0.0
u_000852,variant,0,0.0
u_000853,variant,1,24.84
u_000854,control,1,53.74
u_000855,control,0,0.0
u_000856,variant,1,31.69
u_000857,variant,1,45.53
u_000858,control,0,0.0
u_000859,variant,0,0.0
u_000860,variant,0,0.0
u_000861,variant,0,0.0
u_000862,variant,0,0.0
u_000863,variant,0,0.0
u_000864,control,0,0.0
u_000865,variant,0,0.0
u_000866,variant,0,0.0
u_000867,variant,0,0.0
u_000868,control,0,0.0
u_000869,control,1,50.37
u_000870,variant,0,0.0
u_000871,control,0,0.0
u_000872,variant,0,0.0
u_000873,control,0,0.0
u_000874,variant,0,0.0
u_000875,variant,0,0.0
u_000876,control,0,0.0
u_000877,control,0,0.0
u_000878,variant,0,0.0
u_000879,variant,0,0.0
u_000880,control,0,0.0
u_000881,variant,0,0.0
u_000882,variant,0,0.0
u_000883,control,0,0.0
u_000884,control,0,0.0
u_000885,control,0,0.0
u_000886,control,0,0.0
u_000887,control,0,0.0
u_000888,control,0,0.0
u_000889,variant,1,55.07
u_000890,control,0,0.0
u_000891,variant,0,0.0
u_000892,control,0,0.0
u_000893,control,0,0.0
u_000894,variant,0,0.0
u_000895,variant,0,0.0
u_000896,control,0,0.0
u_000897,control,0,0.0
u_000898,control,0,0.0
u_000899,variant,0,0.0
u_000900,control,0,0.0
u_000901,control,0,0.0
u_000902,control,0,0.0
u_000903,control,0,0.0
u_000904,variant,0,0.0
u_000905,variant,0,0.0
u_000906,control,0,0.0
u_000907,control,0,0.0
u_000908,control,0,0.0
u_000909,control,0,0.0
u_000910,variant,0,0.0
u_000911,variant,0,0.0
u_000912,variant,0,0.0
u_000913,variant,0,0.0
u_000914,variant,0,0.0
u_000915,variant,0,0.0
u_000916,control,0,0.0
u_000917,control,0,0.0
u_000918,control,0,0.0
u_000919,variant,0,0.0
u_000920,control,0,0.0
u_000921,variant,0,0.0
u_000922,variant,0,0.0
u_000923,variant,0,0.0
u_000924,control,0,0.0
u_000925,control,0,0.0
u_000926,control,0,0.0
u_000927,variant,0,0.0
u_000928,variant,1,48.74
u_000929,variant,0,0.0
u_000930,control,0,0.0
u_000931,control,0,0.0
u_000932,control,0,0.0
u_000933,variant,0,0.0
u_000934,variant,0,0.0
u_000935,control,0,0.0
u_000936,variant,0,0.0
u_000937,control,0,0.0
u_000938,variant,0,0.0
u_000939,control,0,0.0
u_000940,control,0,0.0
u_000941,variant,0,0.0
u_000942,control,0,0.0
u_000943,control,0,0.0
u_000944,control,0,0.0
u_000945,control,0,0.0
u_000946,variant,0,0.0
u_000947,variant,0,0.0
u_000948,variant,0,0.0
u_000949,control,0,0.0
u_000950,variant,0,0.0
u_000951,control,0,0.0
u_000952,control,0,0.0
u_000953,control,1,43.81
u_000954,variant,0,0.0
u_000955,variant,0,0.0
u_000956,variant,0,0.0
u_000957,variant,0,0.0
u_000958,control,0,0.0
u_000959,variant,0,0.0
u_000960,variant,0,0.0
u_000961,control,0,0.0
u_000962,control,0,0.0
u_000963,control,0,0.0
u_000964,variant,0,0.0
u_000965,control,0,0.0
u_000966,variant,0,0.0
u_000967,control,0,0.0
u_000968,variant,0,0.0
u_000969,control,0,0.0
u_000970,control,0,0.0
u_000971,control,0,0.0
u_000972,control,0,0.0
u_000973,variant,0,0.0
u_000974,control,0,0.0
u_000975,variant,0,0.0
u_000976,control,0,0.0
u_000977,control,0,0.0
u_000978,variant,0,0.0
u_000979,control,0,0.0
u_000980,variant,0,0.0
u_000981,variant,0,0.0
u_000982,variant,0,0.0
u_000983,control,0,0.0
u_000984,control,0,0.0
u_000985,variant,1,50.73
u_000986,control,0,0.0
u_000987,control,0,0.0
u_000988,control,1,35.16
u_000989,variant,0,0.0
u_000990,variant,1,24.79
u_000991,variant,0,0.0
u_000992,variant,0,0.0
u_000993,control,0,0.0
u_000994,variant,0,0.0
u_000995,control,0,0.0
u_000996,variant,0,0.0
u_000997,control,0,0.0
u_000998,variant,0,0.0
u_000999,control,0,0.0
u_001000,control,0,0.0
u_001001,control,0,0.0
u_001002,control,0,0.0
u_001003,control,0,0.0
u_001004,variant,0,0.0
u_001005,control,0,0.0
u_001006,variant,0,0.0
u_001007,control,0,0.0
u_001008,variant,0,0.0
u_001009,control,0,0.0
u_001010,variant,0,0.0
u_001011,variant,0,0.0
u_001012,control,0,0.0
u_001013,variant,0,0.0
u_001014,control,0,0.0
u_001015,control,0,0.0
u_001016,variant,0,0.0
u_001017,variant,0,0.0
u_001018,control,0,0.0
u_001019,control,0,0.0
u_001020,variant,0,0.0
u_001021,variant,0,0.0
u_001022,variant,0,0.0
u_001023,variant,0,0.0
u_001024,variant,0,0.0
u_001025,control,0,0.0
u_001026,variant,0,0.0
u_001027,control,0,0.0
u_001028,variant,0,0.0
u_001029,control,0,0.0
u_001030,variant,0,0.0
u_001031,variant,0,0.0
u_001032,variant,0,0.0
u_001033,variant,0,0.0
u_001034,control,0,0.0
