user_id,variant,visit_date,day_number,device,category,is_new_user,converted,add_to_cart,order_value,session_duration_sec,bounced
USR000118,control,2024-01-18,10,desktop,Sports,1,0,0,0.0,298,0
USR000119,control,2024-01-08,0,mobile,Electronics,0,0,0,0.0,615,0
USR000120,control,2024-01-13,5,desktop,Electronics,1,0,1,0.0,209,0
USR000121,treatment,2024-01-21,13,mobile,Clothing,1,0,0,0.0,286,1
USR000122,control,2024-01-20,12,mobile,Electronics,0,0,0,0.0,457,1
USR000123,treatment,2024-01-19,11,mobile,Electronics,1,0,0,0.0,80,0
USR000124,treatment,2024-01-13,5,mobile,Electronics,1,0,0,0.0,286,0
USR000125,treatment,2024-01-19,11,mobile,Sports,0,0,0,0.0,374,0
USR000126,treatment,2024-01-08,0,mobile,Clothing,0,0,0,0.0,134,0
USR000127,treatment,2024-01-10,2,mobile,Electronics,0,0,0,0.0,38,0
USR000128,treatment,2024-01-19,11,desktop,Electronics,0,0,0,0.0,247,1
USR000129,control,2024-01-08,0,mobile,Home & Garden,0,0,0,0.0,318,1
USR000130,control,2024-01-09,1,desktop,Electronics,1,0,0,0.0,257,0
USR000131,control,2024-01-12,4,mobile,Clothing,0,0,0,0.0,278,0
USR000132,treatment,2024-01-21,13,mobile,Sports,0,0,0,0.0,201,1
USR000133,treatment,2024-01-08,0,mobile,Clothing,1,0,0,0.0,151,0
USR000134,control,2024-01-14,6,tablet,Home & Garden,1,0,0,0.0,205,1
USR000135,control,2024-01-09,1,mobile,Sports,1,0,0,0.0,76,0
USR000136,treatment,2024-01-19,11,desktop,Clothing,1,0,1,0.0,67,1
USR000137,control,2024-01-21,13,mobile,Clothing,0,0,0,0.0,92,1
USR000138,control,2024-01-19,11,desktop,Clothing,1,0,0,0.0,222,0
USR000139,control,2024-01-18,10,tablet,Clothing,1,0,0,0.0,198,1
USR000140,treatment,2024-01-20,12,mobile,Beauty,1,0,0,0.0,290,1
USR000141,treatment,2024-01-19,11,mobile,Sports,0,0,0,0.0,118,0
USR000142,control,2024-01-09,1,desktop,Electronics,1,0,0,0.0,224,0
USR000143,control,2024-01-19,11,mobile,Beauty,0,0,0,0.0,197,0
USR000144,treatment,2024-01-21,13,desktop,Electronics,1,0,0,0.0,1144,1
USR000145,control,2024-01-10,2,mobile,Home & Garden,0,0,0,0.0,60,0
USR000146,treatment,2024-01-18,10,mobile,Sports,0,0,1,0.0,162,0
USR000147,control,2024-01-11,3,mobile,Home & Garden,0,0,1,0.0,395,1
USR000148,control,2024-01-11,3,mobile,Electronics,1,0,0,0.0,91,0
USR000149,control,2024-01-08,0,mobile,Sports,0,0,0,0.0,257,0
USR000150,control,2024-01-17,9,mobile,Electronics,1,0,0,0.0,372,0
USR000151,treatment,2024-01-18,10,desktop,Home & Garden,1,1,1,92.6,132,1
USR000152,control,2024-01-09,1,desktop,Clothing,1,0,0,0.0,426,0
USR000153,treatment,2024-01-14,6,desktop,Beauty,0,0,1,0.0,468,0
USR000154,treatment,2024-01-10,2,mobile,Home & Garden,0,0,0,0.0,70,1
USR000155,control,2024-01-19,11,mobile,Clothing,0,0,0,0.0,880,0
USR000156,control,2024-01-19,11,mobile,Clothing,0,0,0,0.0,275,1
USR000157,treatment,2024-01-21,13,mobile,Beauty,0,0,1,0.0,88,1
USR000158,control,2024-01-11,3,mobile,Beauty,1,0,0,0.0,289,0
USR000159,control,2024-01-09,1,mobile,Clothing,0,0,0,0.0,134,1
USR000160,control,2024-01-21,13,desktop,Electronics,0,0,0,0.0,340,0
USR000161,control,2024-01-10,2,desktop,Electronics,0,0,0,0.0,163,0
USR000162,control,2024-01-13,5,mobile,Clothing,0,0,0,0.0,88,0
USR000163,treatment,2024-01-08,0,mobile,Home & Garden,0,0,0,0.0,338,0
USR000164,treatment,2024-01-16,8,mobile,Home & Garden,0,0,0,0.0,86,1
USR000165,control,2024-01-16,8,mobile,Clothing,1,0,0,0.0,153,0
USR000166,treatment,2024-01-16,8,mobile,Electronics,1,0,0,0.0,269,1
USR000167,control,2024-01-10,2,desktop,Electronics,1,0,0,0.0,38,0
USR000168,treatment,2024-01-17,9,mobile,Clothing,0,1,1,18.95,701,0
USR000169,control,2024-01-13,5,mobile,Sports,1,0,0,0.0,222,0
USR000170,treatment,2024-01-11,3,mobile,Sports,0,0,0,0.0,214,0
USR000171,control,2024-01-10,2,mobile,Sports,0,0,0,0.0,80,0
USR000172,treatment,2024-01-11,3,mobile,Home & Garden,1,0,0,0.0,264,0
USR000173,control,2024-01-09,1,desktop,Clothing,0,0,1,0.0,75,0
USR000174,treatment,2024-01-13,5,mobile,Home & Garden,1,0,0,0.0,56,0
USR000175,treatment,2024-01-13,5,mobile,Electronics,1,0,0,0.0,90,1
USR000176,treatment,2024-01-18,10,mobile,Clothing,1,0,0,0.0,68,0
USR000177,treatment,2024-01-21,13,mobile,Clothing,1,0,0,0.0,62,0
USR000178,treatment,2024-01-08,0,desktop,Clothing,0,0,0,0.0,261,1
USR000179,treatment,2024-01-13,5,desktop,Home & Garden,0,0,1,0.0,85,0
USR000180,control,2024-01-16,8,mobile,Beauty,1,0,0,0.0,186,0
USR000181,control,2024-01-21,13,mobile,Electronics,0,0,0,0.0,320,0
USR000182,treatment,2024-01-15,7,desktop,Clothing,0,0,1,0.0,341,0
USR000183,treatment,2024-01-21,13,mobile,Sports,0,0,0,0.0,68,0
USR000184,treatment,2024-01-21,13,mobile,Electronics,1,0,0,0.0,136,0
USR000185,control,2024-01-15,7,desktop,Beauty,1,0,0,0.0,178,0
USR000186,treatment,2024-01-09,1,mobile,Electronics,0,0,0,0.0,116,0
USR000187,control,2024-01-19,11,mobile,Electronics,1,0,1,0.0,33,1
USR000188,treatment,2024-01-15,7,mobile,Home & Garden,1,0,0,0.0,456,0
USR000189,control,2024-01-15,7,mobile,Home & Garden,0,0,0,0.0,160,1
USR000190,control,2024-01-18,10,mobile,Clothing,0,0,0,0.0,47,0
USR000191,control,2024-01-19,11,tablet,Electronics,1,0,0,0.0,22,0
USR000192,treatment,2024-01-08,0,mobile,Beauty,1,0,0,0.0,241,1
USR000193,control,2024-01-16,8,mobile,Electronics,0,0,0,0.0,99,1
USR000194,treatment,2024-01-17,9,desktop,Home & Garden,1,0,0,0.0,184,1
USR000195,treatment,2024-01-11,3,mobile,Home & Garden,0,0,0,0.0,276,1
USR000196,treatment,2024-01-12,4,tablet,Clothing,1,0,0,0.0,80,0
USR000197,control,2024-01-09,1,desktop,Clothing,1,0,0,0.0,163,1
USR000198,control,2024-01-16,8,desktop,Clothing,0,0,0,0.0,86,1
USR000199,control,2024-01-11,3,mobile,Clothing,0,0,0,0.0,416,0
USR000200,treatment,2024-01-19,11,mobile,Clothing,0,0,0,0.0,238,0
USR000201,control,2024-01-18,10,mobile,Beauty,1,0,0,0.0,171,1
USR000202,control,2024-01-18,10,mobile,Home & Garden,0,0,0,0.0,77,1
USR000203,treatment,2024-01-15,7,mobile,Electronics,0,0,0,0.0,118,0
USR000204,control,2024-01-19,11,mobile,Clothing,0,0,0,0.0,92,0
USR000205,control,2024-01-12,4,desktop,Sports,0,0,1,0.0,288,1
USR000206,treatment,2024-01-12,4,mobile,Sports,1,0,0,0.0,107,1
USR000207,control,2024-01-16,8,mobile,Sports,1,0,1,0.0,36,0
USR000208,control,2024-01-15,7,desktop,Sports,0,0,0,0.0,631,0
USR000209,control,2024-01-15,7,mobile,Beauty,0,0,0,0.0,130,0
USR000210,treatment,2024-01-16,8,mobile,Sports,1,0,0,0.0,37,1
USR000211,treatment,2024-01-08,0,desktop,Electronics,1,0,0,0.0,437,1
USR000212,control,2024-01-17,9,tablet,Home & Garden,0,0,0,0.0,105,0
USR000213,treatment,2024-01-13,5,mobile,Beauty,0,0,1,0.0,414,0
USR000214,control,2024-01-19,11,mobile,Beauty,1,0,0,0.0,67,0
USR000215,control,2024-01-11,3,desktop,Electronics,0,0,1,0.0,451,1
USR000216,control,2024-01-19,11,mobile,Beauty,0,0,0,0.0,946,0
USR000217,control,2024-01-19,11,mobile,Beauty,1,0,0,0.0,125,1
USR000218,control,2024-01-14,6,mobile,Clothing,1,0,0,0.0,74,0
USR000219,treatment,2024-01-21,13,mobile,Beauty,1,0,0,0.0,42,1
USR000220,treatment,2024-01-11,3,tablet,Home & Garden,0,0,0,0.0,111,0
USR000221,treatment,2024-01-08,0,mobile,Electronics,0,0,0,0.0,175,0
USR000222,treatment,2024-01-19,11,mobile,Sports,1,0,0,0.0,173,0
USR000223,control,2024-01-08,0,mobile,Beauty,1,0,0,0.0,120,0
USR000224,treatment,2024-01-15,7,desktop,Beauty,1,0,0,0.0,453,0
USR000225,control,2024-01-14,6,tablet,Beauty,1,0,0,0.0,284,1
USR000226,control,2024-01-15,7,mobile,Electronics,1,0,0,0.0,123,0
USR000227,treatment,2024-01-20,12,mobile,Clothing,0,0,0,0.0,332,1
USR000228,treatment,2024-01-18,10,desktop,Electronics,1,0,0,0.0,139,1
USR000229,control,2024-01-08,0,mobile,Sports,1,0,0,0.0,651,0
USR000230,control,2024-01-13,5,mobile,Electronics,0,0,0,0.0,335,1
USR000231,control,2024-01-16,8,mobile,Sports,0,0,0,0.0,178,0
USR000232,control,2024-01-20,12,desktop,Clothing,1,0,0,0.0,196,0
USR000233,treatment,2024-01-17,9,mobile,Clothing,0,0,0,0.0,83,0
USR000234,treatment,2024-01-09,1,mobile,Beauty,0,0,1,0.0,123,1
USR000235,treatment,2024-01-19,11,desktop,Electronics,1,0,0,0.0,185,0
USR000236,treatment,2024-01-08,0,tablet,Home & Garden,1,0,0,0.0,146,1
USR000237,control,2024-01-13,5,mobile,Electronics,0,0,0,0.0,275,0
USR000238,treatment,2024-01-19,11,mobile,Electronics,1,0,0,0.0,58,1
USR000239,control,2024-01-11,3,mobile,Home & Garden,0,0,0,0.0,237,0
USR000240,treatment,2024-01-18,10,desktop,Clothing,1,0,0,0.0,105,0
USR000241,treatment,2024-01-19,11,mobile,Clothing,0,0,0,0.0,616,1
USR000242,treatment,2024-01-18,10,mobile,Beauty,1,0,0,0.0,101,0
USR000243,control,2024-01-21,13,mobile,Home & Garden,0,0,0,0.0,118,0
USR000244,treatment,2024-01-08,0,mobile,Electronics,0,1,1,206.58,120,1
USR000245,control,2024-01-17,9,mobile,Beauty,1,0,0,0.0,213,0
USR000246,treatment,2024-01-09,1,tablet,Clothing,0,0,0,0.0,1098,1
USR000247,treatment,2024-01-11,3,mobile,Electronics,0,0,1,0.0,156,0
USR000248,treatment,2024-01-14,6,mobile,Clothing,1,0,0,0.0,120,0
USR000249,treatment,2024-01-13,5,mobile,Home & Garden,1,0,0,0.0,150,0
USR000250,control,2024-01-17,9,desktop,Clothing,0,0,0,0.0,221,0
USR000251,treatment,2024-01-15,7,mobile,Clothing,0,0,0,0.0,159,0
USR000252,treatment,2024-01-09,1,mobile,Electronics,0,1,1,74.33,242,1
USR000253,control,2024-01-19,11,desktop,Clothing,0,0,1,0.0,237,0
USR000254,treatment,2024-01-17,9,desktop,Home & Garden,1,0,0,0.0,56,0
USR000255,treatment,2024-01-16,8,mobile,Sports,0,0,0,0.0,62,0
USR000256,control,2024-01-09,1,mobile,Home & Garden,0,0,0,0.0,127,0
USR000257,control,2024-01-12,4,desktop,Electronics,1,0,0,0.0,204,1
USR000258,treatment,2024-01-21,13,mobile,Electronics,1,0,0,0.0,621,0
USR000259,treatment,2024-01-08,0,desktop,Home & Garden,0,0,0,0.0,106,0
USR000260,treatment,2024-01-17,9,mobile,Home & Garden,1,0,1,0.0,212,0
USR000261,treatment,2024-01-16,8,desktop,Beauty,0,0,0,0.0,428,1
USR000262,control,2024-01-12,4,mobile,Electronics,1,0,0,0.0,621,1
USR000263,control,2024-01-13,5,mobile,Clothing,0,0,0,0.0,446,1
USR000264,treatment,2024-01-15,7,desktop,Home & Garden,1,0,0,0.0,154,0
USR000265,treatment,2024-01-20,12,mobile,Beauty,1,0,0,0.0,166,0
USR000266,control,2024-01-20,12,mobile,Home & Garden,1,0,0,0.0,69,0
USR000267,treatment,2024-01-18,10,desktop,Home & Garden,1,0,0,0.0,195,0
USR000268,treatment,2024-01-18,10,desktop,Sports,0,0,0,0.0,123,0
USR000269,treatment,2024-01-21,13,mobile,Sports,1,0,0,0.0,74,1
USR000270,control,2024-01-09,1,mobile,Clothing,1,0,0,0.0,73,1
USR000271,treatment,2024-01-16,8,mobile,Home & Garden,1,0,0,0.0,222,0
USR000272,treatment,2024-01-08,0,mobile,Home & Garden,1,0,0,0.0,125,0
USR000273,control,2024-01-18,10,mobile,Home & Garden,0,0,0,0.0,106,0
USR000274,treatment,2024-01-14,6,mobile,Electronics,0,0,0,0.0,91,0
USR000275,treatment,2024-01-08,0,desktop,Electronics,1,0,0,0.0,167,0
USR000276,control,2024-01-09,1,desktop,Electronics,0,0,0,0.0,237,1
USR000277,control,2024-01-18,10,mobile,Home & Garden,1,0,0,0.0,297,0
USR000278,control,2024-01-14,6,mobile,Clothing,1,0,1,0.0,49,0
USR000279,control,2024-01-20,12,desktop,Clothing,1,0,0,0.0,74,0
USR000280,control,2024-01-13,5,desktop,Clothing,0,0,0,0.0,62,0
USR000281,control,2024-01-13,5,tablet,Beauty,1,0,1,0.0,152,1
USR000282,control,2024-01-19,11,mobile,Beauty,1,0,0,0.0,129,0
USR000283,treatment,2024-01-16,8,tablet,Home & Garden,0,0,0,0.0,81,1
USR000284,control,2024-01-20,12,mobile,Beauty,0,0,0,0.0,236,0
USR000285,control,2024-01-17,9,mobile,Electronics,1,0,1,0.0,100,0
USR000286,control,2024-01-08,0,desktop,Electronics,0,0,0,0.0,192,1
USR000287,treatment,2024-01-08,0,mobile,Home & Garden,1,0,1,0.0,336,0
USR000288,treatment,2024-01-20,12,desktop,Clothing,1,0,0,0.0,276,1
USR000289,control,2024-01-16,8,mobile,Electronics,0,0,0,0.0,171,1
USR000290,treatment,2024-01-09,1,tablet,Beauty,1,0,0,0.0,73,0
USR000291,treatment,2024-01-14,6,tablet,Electronics,0,0,0,0.0,417,0
USR000292,control,2024-01-12,4,mobile,Home & Garden,1,0,0,0.0,43,1
USR000293,control,2024-01-14,6,desktop,Clothing,0,0,1,0.0,602,1
USR000294,control,2024-01-19,11,desktop,Electronics,1,0,0,0.0,355,1
USR000295,treatment,2024-01-18,10,desktop,Sports,0,0,0,0.0,373,0
USR000296,treatment,2024-01-12,4,mobile,Electronics,1,0,0,0.0,81,0
USR000297,treatment,2024-01-18,10,mobile,Electronics,1,0,0,0.0,155,0
USR000298,control,2024-01-08,0,desktop,Beauty,0,0,0,0.0,71,0
USR000299,treatment,2024-01-14,6,mobile,Home & Garden,0,0,0,0.0,63,0
USR000300,control,2024-01-11,3,mobile,Home & Garden,1,0,0,0.0,116,1
USR000301,control,2024-01-09,1,mobile,Electronics,0,0,0,0.0,345,1
USR000302,control,2024-01-12,4,mobile,Home & Garden,0,0,0,0.0,190,0
USR000303,control,2024-01-13,5,desktop,Clothing,0,0,0,0.0,44,1
USR000304,control,2024-01-20,12,tablet,Sports,0,0,0,0.0,320,0
USR000305,control,2024-01-20,12,mobile,Electronics,1,0,0,0.0,165,1
USR000306,control,2024-01-15,7,mobile,Electronics,1,0,0,0.0,70,1
USR000307,treatment,2024-01-17,9,desktop,Home & Garden,1,0,1,0.0,213,0
USR000308,control,2024-01-20,12,desktop,Home & Garden,0,0,0,0.0,116,0
USR000309,control,2024-01-15,7,desktop,Sports,0,0,0,0.0,33,0
USR000310,treatment,2024-01-20,12,mobile,Beauty,0,0,0,0.0,298,0
USR000311,treatment,2024-01-19,11,mobile,Electronics,1,0,0,0.0,128,0
USR000312,treatment,2024-01-13,5,mobile,Electronics,0,1,1,112.84,227,0
USR000313,treatment,2024-01-10,2,desktop,Electronics,0,0,0,0.0,116,1
USR000314,control,2024-01-11,3,mobile,Home & Garden,0,0,0,0.0,289,1
USR000315,control,2024-01-13,5,mobile,Electronics,0,0,0,0.0,300,1
USR000316,treatment,2024-01-08,0,mobile,Clothing,0,0,0,0.0,145,0
USR000317,treatment,2024-01-16,8,desktop,Clothing,1,1,1,18.44,213,1
USR000318,control,2024-01-10,2,desktop,Beauty,0,0,0,0.0,110,1
USR000319,treatment,2024-01-12,4,mobile,Sports,0,0,0,0.0,582,1
USR000320,control,2024-01-13,5,mobile,Electronics,0,0,0,0.0,66,1
USR000321,treatment,2024-01-19,11,desktop,Sports,0,0,0,0.0,543,0
USR000322,treatment,2024-01-10,2,desktop,Electronics,0,0,0,0.0,422,1
USR000323,treatment,2024-01-09,1,mobile,Beauty,0,0,0,0.0,232,1
USR000324,treatment,2024-01-19,11,mobile,Clothing,0,0,0,0.0,111,0
USR000325,treatment,2024-01-19,11,mobile,Electronics,0,0,0,0.0,423,1
USR000326,treatment,2024-01-08,0,desktop,Beauty,0,0,0,0.0,446,0
USR000327,treatment,2024-01-12,4,mobile,Beauty,1,0,1,0.0,204,1
USR000328,control,2024-01-08,0,mobile,Clothing,0,0,0,0.0,244,0
USR000329,treatment,2024-01-18,10,mobile,Clothing,1,0,0,0.0,173,1
USR000330,control,2024-01-18,10,desktop,Sports,0,0,0,0.0,97,0
USR000331,control,2024-01-21,13,desktop,Electronics,1,0,0,0.0,297,1
USR000332,control,2024-01-12,4,mobile,Electronics,1,0,0,0.0,136,0
USR000333,treatment,2024-01-20,12,desktop,Home & Garden,0,0,0,0.0,84,0
USR000334,treatment,2024-01-09,1,mobile,Beauty,0,0,0,0.0,1561,1
USR000335,treatment,2024-01-17,9,tablet,Sports,1,0,0,0.0,105,1
USR000336,control,2024-01-10,2,mobile,Clothing,0,0,0,0.0,74,0
USR000337,control,2024-01-20,12,desktop,Clothing,0,0,1,0.0,196,0
USR000338,control,2024-01-08,0,mobile,Electronics,0,0,0,0.0,121,0
USR000339,control,2024-01-12,4,desktop,Clothing,0,0,0,0.0,678,0
USR000340,treatment,2024-01-13,5,desktop,Home & Garden,0,0,0,0.0,129,0
USR000341,control,2024-01-11,3,desktop,Clothing,0,0,0,0.0,115,0
USR000342,treatment,2024-01-21,13,desktop,Beauty,0,0,0,0.0,389,0
USR000343,treatment,2024-01-18,10,desktop,Electronics,0,0,1,0.0,66,1
USR000344,treatment,2024-01-20,12,desktop,Beauty,1,0,0,0.0,353,0
